source,url_annonce,type_bien,prix,date_insertion,gouvernorat,delegation,localite,code_postal,superficie,titre_foncier,vue_mer,terrain_viabilise,constructible,dimensions_terrain,facade,acces_route,acces_electricite,acces_eau,vocation
diarkoum,https://diarkoum.tn/details.php?id_annonce=12006,Terrain,300000,2024-01-18,Nabeul,Hammam Ghezeze,Hammam Ghezeze,8000,10000,Oui,Oui,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=12003,Terrain,20000,2024-01-18,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=12002,Terrain,20000,2024-01-18,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=12000,Terrain,20000,2024-01-18,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11999,Terrain,20000,2024-01-18,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11997,Terrain,20000,2024-01-18,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11994,Terrain,20000,2024-01-18,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11993,Terrain,20000,2024-01-18,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11988,Terrain,20000,2024-01-17,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11987,Terrain,20000,2024-01-17,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11986,Terrain,20000,2024-01-17,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11983,Terrain,20000,2024-01-17,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11981,Terrain,20000,2024-01-17,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11980,Terrain,20000,2024-01-17,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11979,Terrain,20000,2024-01-17,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11972,Terrain,20000,2024-01-15,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11970,Terrain,20000,2024-01-15,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11968,Terrain,300000,2024-01-15,Nabeul,Hammam Ghezeze,Hammam Ghezeze,8000,10000,Oui,Oui,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11967,Terrain,20000,2024-01-15,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11966,Terrain,20000,2024-01-15,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11964,Terrain,20000,2024-01-15,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11963,Terrain,20000,2024-01-15,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11962,Terrain,20000,2024-01-14,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11961,Terrain,20000,2024-01-14,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11960,Terrain,20000,2024-01-14,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11959,Terrain,20000,2024-01-14,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11958,Terrain,20000,2024-01-14,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11957,Terrain,20000,2024-01-14,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11956,Terrain,20000,2024-01-14,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11955,Terrain,20000,2024-01-13,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11954,Terrain,20000,2024-01-13,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11952,Terrain,20000,2024-01-13,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11951,Terrain,20000,2024-01-13,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11949,Terrain,20000,2024-01-13,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11948,Terrain,20000,2024-01-13,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11947,Terrain,20000,2024-01-13,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11943,Terrain,20000,2024-01-12,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11941,Terrain,20000,2024-01-12,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11939,Terrain,20000,2024-01-12,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11938,Terrain,20000,2024-01-12,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11934,Terrain,20000,2024-01-12,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11933,Terrain,20000,2024-01-12,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11932,Terrain,63000,2024-01-11,Nabeul,Hammam Ghezeze,Hammam Ghezeze,8000,1000,Oui,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11930,Terrain,20000,2024-01-11,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11929,Terrain,20000,2024-01-11,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11925,Terrain,20000,2024-01-11,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11924,Terrain,63000,2024-01-11,Nabeul,Kélibia,Kélibia,8000,1000,Oui,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11923,Terrain,20000,2024-01-11,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11921,Terrain,20000,2024-01-11,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11920,Terrain,20000,2024-01-11,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11919,Terrain,20000,2024-01-11,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=10703,Terrain,700000,2024-01-10,Médenine,Djerba - Ajim,Djerba - Ajim,4180,270,Titre Bleu,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11914,Terrain,20000,2024-01-10,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11912,Terrain,20000,2024-01-10,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11909,Terrain,20000,2024-01-10,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11907,Terrain,20000,2024-01-10,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11905,Terrain,20000,2024-01-10,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11904,Terrain,20000,2024-01-10,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11902,Terrain,1820000,2024-01-09,Tunis,La Marsa,La Marsa,2070,519,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11897,Terrain,20000,2024-01-09,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11896,Terrain,20000,2024-01-09,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11895,Terrain,20000,2024-01-09,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11894,Terrain,20000,2024-01-09,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11891,Terrain,20000,2024-01-09,Nabeul,Korba,Korba,8070,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11890,Terrain,20000,2024-01-09,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11889,Terrain,20000,2024-01-09,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11883,Terrain,300000,2024-01-08,Nabeul,Hammam Ghezeze,Hammam Ghezeze,8000,10000,Oui,Oui,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11881,Terrain,20000,2024-01-07,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11880,Terrain,20000,2024-01-07,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11879,Terrain,20000,2024-01-07,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11878,Terrain,20000,2024-01-07,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11877,Terrain,20000,2024-01-07,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11876,Terrain,20000,2024-01-07,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11875,Terrain,20000,2024-01-07,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11874,Terrain,20000,2024-01-06,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11873,Terrain,20000,2024-01-06,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11872,Terrain,20000,2024-01-06,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11869,Terrain,20000,2024-01-06,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11866,Terrain,20000,2024-01-06,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11865,Terrain,20000,2024-01-06,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11864,Terrain,20000,2024-01-06,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11863,Terrain,20000,2024-01-05,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11862,Terrain,20000,2024-01-05,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11861,Terrain,20000,2024-01-05,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11859,Terrain,20000,2024-01-05,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11857,Terrain,20000,2024-01-05,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11856,Terrain,20000,2024-01-05,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11855,Terrain,20000,2024-01-05,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11850,Terrain,20000,2024-01-04,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11849,Terrain,20000,2024-01-04,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11848,Terrain,20000,2024-01-04,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11847,Terrain,20000,2024-01-04,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11845,Terrain,20000,2024-01-04,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11844,Terrain,20000,2024-01-04,Nabeul,Korba,Korba,8070,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11843,Terrain,20000,2024-01-04,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11842,Terrain,20000,2024-01-03,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11841,Terrain,20000,2024-01-03,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11839,Terrain,20000,2024-01-03,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11838,Terrain,20000,2024-01-03,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11837,Terrain,20000,2024-01-03,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11836,Terrain,20000,2024-01-03,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11832,Terrain,20000,2024-01-03,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11835,Terrain,20000,2024-01-03,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11831,Terrain,20000,2024-01-02,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11830,Terrain,20000,2024-01-02,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11828,Terrain,20000,2024-01-02,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11827,Terrain,20000,2024-01-02,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11824,Terrain,20000,2024-01-02,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11823,Terrain,20000,2024-01-02,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11821,Terrain,20000,2023-12-31,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11820,Terrain,20000,2023-12-31,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11819,Terrain,20000,2023-12-31,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11818,Terrain,20000,2023-12-31,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11817,Terrain,20000,2023-12-31,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11816,Terrain,20000,2023-12-31,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11815,Terrain,20000,2023-12-30,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11814,Terrain,20000,2023-12-30,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11813,Terrain,20000,2023-12-30,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11811,Terrain,20000,2023-12-30,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11810,Terrain,20000,2023-12-30,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11809,Terrain,20000,2023-12-30,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11808,Terrain,20000,2023-12-30,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11804,Terrain,20000,2023-12-29,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11803,Terrain,20000,2023-12-29,Nabeul,Korba,Korba,8070,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11801,Terrain,20000,2023-12-29,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11798,Terrain,20000,2023-12-29,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11795,Terrain,20000,2023-12-29,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11794,Terrain,20000,2023-12-29,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11793,Terrain,20000,2023-12-29,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11788,Terrain,20000,2023-12-28,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11787,Terrain,20000,2023-12-28,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11786,Terrain,20000,2023-12-28,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11785,Terrain,90000,2023-12-28,Nabeul,Hammam Ghezeze,Hammam Ghezeze,8000,2500,Oui,Oui,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11783,Terrain,20000,2023-12-28,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11781,Terrain,20000,2023-12-28,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11779,Terrain,20000,2023-12-28,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11778,Terrain,20000,2023-12-28,Nabeul,Kélibia,Kélibia,8000,200,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
diarkoum,https://diarkoum.tn/details.php?id_annonce=11776,Terrain,2000000,2023-12-27,Tunis,La Marsa,La Marsa,2070,482,Non,Non,Non,Oui,,,Non,Non,Oui,Résidentielle
