source,url_annonce,type_bien,prix,date_insertion,gouvernorat,delegation,localite,code_postal,superficie,titre_foncier,vue_mer,etat,standing,nb_chambres,nb_salles_bain,dressing,balcon,parking,piscine,chauffage_central,jardin,etage,ascenseur,syndic,climatisation
diarkoum,https://diarkoum.tn/details.php?id_annonce=15192,Appartement,1580000,2026-01-30,Tunis,La Marsa,La Marsa,2070,155,Non,Oui,Neuf,Moyen standing,3,3,Oui,Non,Non,Oui,Non,Oui,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=15191,Appartement,820000,2026-01-28,Tunis,La Marsa,La Marsa,2070,140,Non,Oui,Neuf,Haut standing,2,1,Oui,Non,Oui,Non,Non,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=15178,Appartement,380000,2025-11-13,Tunis,El aouina,El aouina,2045,107,Non,Non,Neuf,Moyen standing,3,1,Non,Oui,Oui,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=15175,Appartement,490000,2025-10-29,Ariana,Ariana Ville,Ariana Ville,2080,170,Non,Non,Neuf,Non précisé,3,1,Non,Non,Non,Non,Oui,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=15176,Appartement,267000,2025-10-29,Tunis,Cité El Khadra,Cité El Khadra,1000,67,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Oui,Oui,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8948,Appartement,285000,2025-08-22,Sousse,Sousse Jawhara,Sousse Jawhara,4000,112,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=15173,Appartement,125000,2025-08-04,Ben Arous,El Mourouj,El Mourouj,2074,82,Non,Non,Neuf,Non précisé,2,1,Non,Oui,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=15170,Appartement,320000,2025-06-17,Tunis,El aouina,El aouina,2045,122,Oui,Non,Neuf,Haut standing,3,2,Oui,Oui,Oui,Non,Oui,Non,5,Oui,Oui,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=15107,Appartement,363000,2025-02-27,Tunis,Cité El Khadra,Cité El Khadra,1000,88,Non,Non,Neuf,Haut standing,2,1,Non,Non,Non,Non,Oui,Non,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=15076,Appartement,260000,2025-02-21,Ariana,Ariana Ville,Ariana Ville,2080,59,Non,Non,Neuf,Haut standing,1,1,Oui,Non,Non,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=14998,Appartement,265000,2025-01-29,Tunis,Cité El Khadra,Cité El Khadra,1000,67,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Oui,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=14656,Appartement,389000,2024-11-27,Ariana,Ariana Ville,Ariana Ville,2080,125,Non,Non,Neuf,Haut standing,3,2,Non,Non,Oui,Non,Oui,Non,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=14727,Appartement,370000,2024-11-13,Tunis,La Marsa,La Marsa,2070,147,Oui,Non,Neuf,Haut standing,3,1,Oui,Oui,Oui,Non,Oui,Oui,5,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=14690,Appartement,486000,2024-11-11,Tunis,Ain zaghouan,Ain zaghouan,1100,486,Non,Non,Neuf,Moyen standing,2,2,Oui,Non,Non,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=14666,Appartement,385000,2024-10-31,Tunis,Cité El Khadra,Cité El Khadra,1000,165,Non,Non,Neuf,Moyen standing,4,2,Non,Oui,Oui,Non,Oui,Non,6,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=11223,Appartement,500000,2024-10-01,Nabeul,Hammamet,Hammamet,8050,108,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Oui,Oui,Oui,2,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9023,Appartement,385000,2024-09-17,Nabeul,Hammamet,Hammamet,8050,87,Non,Non,Neuf,Haut standing,2,2,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9355,Appartement,390000,2024-09-17,Nabeul,Hammamet,Hammamet,8050,88,Non,Non,Neuf,Haut standing,2,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=10505,Appartement,350000,2024-08-26,Tunis,La Marsa,La Marsa,2070,144,Non,Non,Neuf,Non précisé,3,2,Oui,Non,Non,Non,Non,Oui,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9006,Appartement,255000,2024-07-01,Ariana,Ariana Ville,Ariana Ville,2080,156,Oui,Non,Neuf,Haut standing,3,2,Oui,Oui,Non,Non,Oui,Non,5,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=13757,Appartement,1100000,2024-06-25,Tunis,Ain zaghouan,Ain zaghouan,1100,234,Non,Non,Neuf,Haut standing,4,2,Oui,Oui,Non,Oui,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=13756,Appartement,330000,2024-06-25,Tunis,Ain zaghouan,Ain zaghouan,1100,63,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Oui,Non,Non,3,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=13588,Appartement,139000,2024-06-06,Ben Arous,El Mourouj,El Mourouj,2074,90,Non,Non,Neuf,Non précisé,3,1,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=13587,Appartement,1500000,2024-06-06,Tunis,La Marsa,La Marsa,2070,259,Non,Non,Neuf,Non précisé,3,2,Oui,Non,Oui,Non,Non,Non,3,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=13581,Appartement,1200000,2024-06-06,Tunis,La Marsa,La Marsa,2070,219,Non,Non,Neuf,Non précisé,3,2,Non,Non,Oui,Non,Non,Non,5,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=13580,Appartement,1800000,2024-06-06,Tunis,La Marsa,La Marsa,2070,240,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Non,Non,Non,3,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=13471,Appartement,270000,2024-05-28,Ben Arous,Medina Jedida,Medina Jedida,2013,125,Non,Non,Neuf,Moyen standing,3,2,Non,Non,Oui,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=13238,Appartement,185000,2024-05-06,Nabeul,Kélibia,Kélibia,8000,110,Titre Bleu,Non,Neuf,Luxe,2,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=13010,Appartement,145000,2024-05-05,Nabeul,Kélibia,Kélibia,8000,102,Non,Oui,Neuf,Non précisé,2,1,Oui,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=13185,Appartement,20240,2024-05-02,Tunis,La Marsa,La Marsa,2070,240,Non,Non,Neuf,Haut standing,3,1,Oui,Non,Oui,Non,Non,Non,3,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=12860,Appartement,195000,2024-04-06,Nabeul,Kélibia,Kélibia,8000,89,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=12568,Appartement,470000,2024-03-07,Tunis,Ain zaghouan,Ain zaghouan,1100,117,Non,Non,Neuf,Haut standing,2,2,Non,Non,Oui,Non,Oui,Non,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12530,Appartement,450000,2024-03-01,Tunis,La Marsa,La Marsa,2070,112,Non,Non,Neuf,Moyen standing,2,1,Non,Non,Non,Non,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12486,Appartement,235000,2024-02-23,Mahdia,Mahdia,Mahdia,5100,105,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12485,Appartement,420000,2024-02-23,Mahdia,Mahdia,Mahdia,5100,156,Non,Non,Neuf,Haut standing,3,1,Non,Non,Oui,Non,Non,Non,2,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=12484,Appartement,520000,2024-02-23,Mahdia,Mahdia,Mahdia,5100,130,Non,Oui,Neuf,Haut standing,3,2,Oui,Non,Oui,Non,Non,Non,3,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=12483,Appartement,315000,2024-02-23,Mahdia,Mahdia,Mahdia,5100,128,Non,Non,Neuf,Haut standing,3,1,Oui,Oui,Non,Non,Oui,Non,4,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=12461,Appartement,380000,2024-02-22,Tunis,La Marsa,La Marsa,2070,84,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12426,Appartement,890000,2024-02-19,Tunis,La Marsa,La Marsa,2070,200,Non,Non,Neuf,Moyen standing,3,2,Oui,Non,Non,Non,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12415,Appartement,1200000,2024-02-19,Médenine,Djerba - Houmt Souk,Djerba - Houmt Souk,4180,600,Non,Non,Neuf,Non précisé,10,5,Non,Oui,Oui,Non,Non,Oui,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=12385,Appartement,1900000,2024-02-16,Tunis,La Marsa,La Marsa,2070,115,Non,Oui,Neuf,Moyen standing,3,2,Oui,Oui,Oui,Non,Oui,Non,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12384,Appartement,1900000,2024-02-16,Tunis,La Marsa,La Marsa,2070,115,Non,Oui,Neuf,Moyen standing,3,2,Oui,Oui,Oui,Non,Oui,Non,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12382,Appartement,1100000,2024-02-16,Ariana,La Soukra,La Soukra,2036,279,Non,Non,Neuf,Haut standing,4,2,Oui,Non,Oui,Oui,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12362,Appartement,350000,2024-02-15,Tunis,La Marsa,La Marsa,2070,159,Non,Non,Neuf,Haut standing,2,1,Oui,Non,Non,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12336,Appartement,275000,2024-02-14,Tunis,La Marsa,La Marsa,2070,67,Non,Non,Neuf,Moyen standing,1,1,Non,Oui,Non,Non,Oui,Oui,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12313,Appartement,400000,2024-02-13,Tunis,La Marsa,La Marsa,2070,90,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12167,Appartement,650000,2024-01-31,Tunis,La Marsa,La Marsa,2070,154,Non,Non,Neuf,Moyen standing,2,1,Non,Non,Oui,Non,Oui,Oui,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12163,Appartement,900000,2024-01-31,Tunis,La Marsa,La Marsa,2070,351,Non,Non,Neuf,Moyen standing,4,2,Oui,Non,Oui,Non,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=12080,Appartement,1250000,2024-01-24,Ariana,La Soukra,La Soukra,2036,230,Non,Non,Neuf,Haut standing,5,4,Oui,Oui,Oui,Oui,Oui,Non,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11666,Appartement,460000,2024-01-24,Tunis,La Marsa,La Marsa,2070,144,Non,Non,Neuf,Haut standing,2,2,Non,Non,Oui,Non,Non,Non,3,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=12019,Appartement,2200000,2024-01-19,Tunis,La Marsa,La Marsa,2070,157,Non,Non,Neuf,Haut standing,2,2,Oui,Non,Oui,Oui,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11918,Appartement,320000,2024-01-11,Tunis,La Marsa,La Marsa,2070,53,Non,Non,Neuf,Moyen standing,1,1,Non,Non,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11901,Appartement,380000,2024-01-09,Tunis,La Marsa,La Marsa,2070,117,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11900,Appartement,1650000,2024-01-09,Tunis,La Marsa,La Marsa,2070,380,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Oui,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11898,Appartement,2300000,2024-01-09,Tunis,La Marsa,La Marsa,2070,360,Non,Non,Neuf,Haut standing,3,3,Oui,Non,Non,Oui,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11884,Appartement,1200000,2024-01-08,Tunis,La Marsa,La Marsa,2070,1,Non,Non,Neuf,Moyen standing,4,3,Oui,Non,Oui,Non,Oui,Oui,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11858,Appartement,550000,2024-01-05,Tunis,La Marsa,La Marsa,2070,159,Non,Non,Neuf,Moyen standing,3,1,Non,Non,Non,Non,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11807,Appartement,275000,2023-12-30,Tunis,La Marsa,La Marsa,2070,76,Non,Non,Neuf,Moyen standing,1,1,Non,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11806,Appartement,500000,2023-12-29,Tunis,La Marsa,La Marsa,2070,127,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11805,Appartement,1350000,2023-12-29,Ariana,La Soukra,La Soukra,2036,380,Non,Non,Neuf,Haut standing,5,2,Oui,Non,Oui,Oui,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11802,Appartement,430000,2023-12-29,Tunis,La Marsa,La Marsa,2070,1,Non,Non,Neuf,Non précisé,1,,Non,Non,Non,Non,Non,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11799,Appartement,280000,2023-12-29,Tunis,La Marsa,La Marsa,2070,71,Non,Non,Neuf,Moyen standing,1,,Non,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11797,Appartement,1200000,2023-12-29,Tunis,La Marsa,La Marsa,2070,440,Non,Non,Neuf,Moyen standing,3,3,Oui,Non,Oui,Non,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11796,Appartement,270000,2023-12-29,Tunis,La Marsa,La Marsa,2070,117,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11790,Appartement,430000,2023-12-28,Tunis,La Marsa,La Marsa,2070,174,Non,Non,Neuf,Non précisé,4,2,Non,Non,Non,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=11789,Appartement,450000,2023-12-28,Tunis,La Marsa,La Marsa,2070,1,Non,Non,Neuf,Moyen standing,2,2,Oui,Oui,Oui,Non,Oui,Oui,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11782,Appartement,3500,2023-12-28,Tunis,La Marsa,La Marsa,2070,1,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Oui,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11759,Appartement,600000,2023-12-26,Tunis,Ain zaghouan,Ain zaghouan,1100,120,Non,Non,Neuf,Haut standing,2,1,Oui,Non,Oui,Non,Oui,Oui,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11757,Appartement,550000,2023-12-26,Tunis,Ain zaghouan,Ain zaghouan,1100,1,Non,Non,Neuf,Moyen standing,3,1,Non,Non,Non,Non,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11752,Appartement,720000,2023-12-26,Tunis,Ain zaghouan,Ain zaghouan,1100,198,Non,Non,Neuf,Haut standing,2,1,Oui,Non,Oui,Oui,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11753,Appartement,1200000,2023-12-26,Tunis,La Marsa,La Marsa,2070,232,Non,Non,Neuf,Moyen standing,4,2,Oui,Non,Oui,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11720,Appartement,647500,2023-12-23,Tunis,Ain zaghouan,Ain zaghouan,1100,177,Non,Non,Neuf,Haut standing,2,2,Oui,Non,Oui,Oui,Oui,Non,3,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11696,Appartement,670000,2023-12-23,Nabeul,Hammamet,Hammamet,8050,60,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=11675,Appartement,210,2023-12-19,Nabeul,Kélibia,Kélibia,8000,140,Non,Non,Neuf,Non précisé,1,,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=11651,Appartement,120,2023-12-17,Nabeul,Kélibia,Kélibia,8000,73,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=11648,Appartement,170,2023-12-16,Nabeul,Kélibia,Kélibia,8000,119,Non,Non,Neuf,Non précisé,1,,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=11631,Appartement,760000,2023-12-15,Tunis,Ain zaghouan,Ain zaghouan,1100,170,Non,Non,Neuf,Haut standing,3,3,Oui,Non,Oui,Non,Oui,Non,2,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11391,Appartement,305000,2023-12-12,Ariana,Ariana Ville,Ariana Ville,2080,114,Non,Non,Neuf,Haut standing,2,1,Non,Non,Non,Non,Oui,Non,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11598,Appartement,290000,2023-12-12,Tunis,Ain zaghouan,Ain zaghouan,1100,100,Non,Non,Neuf,Haut standing,1,1,Oui,Oui,Oui,Non,Oui,Non,2,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11596,Appartement,260,2023-12-12,Nabeul,Kélibia,Kélibia,8000,140,Non,Non,Neuf,Non précisé,2,,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=11594,Appartement,265,2023-12-11,Nabeul,Kélibia,Kélibia,8000,119,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=11459,Appartement,500000,2023-11-28,Tunis,Ain zaghouan,Ain zaghouan,1100,109,Non,Non,Neuf,Haut standing,2,2,Oui,Oui,Oui,Non,Oui,Non,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11392,Appartement,305000,2023-11-21,Ariana,Ariana Ville,Ariana Ville,2080,112,Non,Non,Neuf,Haut standing,2,2,Non,Non,Non,Non,Oui,Non,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11165,Appartement,305000,2023-10-27,Ariana,Ariana Ville,Ariana Ville,2080,125,Non,Non,Neuf,Haut standing,2,1,Non,Non,Oui,Non,Oui,Non,4,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11176,Appartement,1800000,2023-10-26,Tunis,La Marsa,La Marsa,2070,1,Non,Non,Neuf,Haut standing,4,2,Oui,Non,Oui,Oui,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11174,Appartement,840000,2023-10-26,Tunis,La Marsa,La Marsa,2070,227,Non,Non,Neuf,Haut standing,2,2,Oui,Non,Oui,Oui,Oui,Oui,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11164,Appartement,250000,2023-10-25,Tunis,Le Bardo,Le Bardo,2000,80,Non,Non,Neuf,Non précisé,3,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=11159,Appartement,584000,2023-10-17,Tunis,La Marsa,La Marsa,2070,1,Non,Non,Neuf,Moyen standing,2,1,Non,Non,Oui,Non,Oui,Oui,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11154,Appartement,2,2023-10-16,Tunis,Ain zaghouan,Ain zaghouan,1100,133,Non,Non,Neuf,Haut standing,2,2,Non,Oui,Oui,Non,Oui,Oui,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11146,Appartement,460000,2023-10-16,Tunis,La Marsa,La Marsa,2070,155,Non,Non,Neuf,Haut standing,3,2,Oui,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11133,Appartement,850000,2023-10-13,Tunis,La Marsa,La Marsa,2070,240,Non,Non,Neuf,Haut standing,3,2,Oui,Oui,Oui,Non,Oui,Oui,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11132,Appartement,360000,2023-10-13,Tunis,Ain zaghouan,Ain zaghouan,1100,1,Non,Non,Neuf,Haut standing,3,2,Oui,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11131,Appartement,420000,2023-10-13,Tunis,Ain zaghouan,Ain zaghouan,1100,1,Non,Non,Neuf,Haut standing,3,2,Oui,Oui,Oui,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11119,Appartement,380000,2023-10-12,Tunis,El Menzah,El Menzah,1000,128,Non,Non,Neuf,Moyen standing,2,2,Non,Non,Oui,Non,Oui,Non,,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=11118,Appartement,460000,2023-10-12,Tunis,Ain zaghouan,Ain zaghouan,1100,151,Non,Non,Neuf,Haut standing,3,2,Oui,Oui,Oui,Non,Oui,Non,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11112,Appartement,565000,2023-10-12,Tunis,La Marsa,La Marsa,2070,1,Non,Non,Neuf,Moyen standing,3,2,Oui,Non,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11111,Appartement,720000,2023-10-12,Tunis,Ain zaghouan,Ain zaghouan,1100,170,Non,Non,Neuf,Haut standing,2,2,Oui,Oui,Oui,Oui,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11110,Appartement,355000,2023-10-12,Tunis,Ain zaghouan,Ain zaghouan,1100,110,Non,Non,Neuf,Haut standing,2,1,Oui,Non,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=11098,Appartement,490000,2023-10-11,Tunis,Ain zaghouan,Ain zaghouan,1100,167,Non,Non,Neuf,Haut standing,3,1,Oui,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
