source,url_annonce,type_bien,prix,date_insertion,gouvernorat,delegation,localite,code_postal,superficie,titre_foncier,vue_mer,etat,standing,nb_chambres,nb_salles_bain,dressing,balcon,parking,piscine,chauffage_central,jardin,etage,ascenseur,syndic,climatisation
diarkoum,https://diarkoum.tn/details.php?id_annonce=9482,Appartement,450000,2023-02-15,Tunis,La Marsa,La Marsa,2070,100,Non,Non,Neuf,Moyen standing,3,1,Non,Non,Oui,Non,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9462,Appartement,590000,2023-02-15,Ariana,La Soukra,La Soukra,2036,143,Non,Non,Neuf,Non précisé,4,2,Oui,Non,Non,Non,Non,Oui,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9403,Appartement,335000,2023-02-02,Ariana,Ariana Ville,Ariana Ville,2080,147,Non,Non,Neuf,Moyen standing,3,1,Non,Non,Oui,Non,Oui,Non,1,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9402,Appartement,285000,2023-02-02,Tunis,El Menzah,El Menzah,1000,125,Non,Non,Neuf,Moyen standing,4,1,Oui,Non,Non,Non,Oui,Non,2,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9361,Appartement,405000,2023-02-02,Ariana,Ariana Ville,Ariana Ville,2080,180,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Non,Oui,Non,5,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9362,Appartement,320000,2023-02-02,Ariana,Ariana Ville,Ariana Ville,2080,135,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9388,Appartement,240000,2023-01-31,Tunis,Cité El Khadra,Cité El Khadra,1000,120,Non,Non,Neuf,Non précisé,3,2,Non,Non,Non,Non,Oui,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9386,Appartement,450000,2023-01-30,Tunis,La Marsa,La Marsa,2070,200,Non,Non,Neuf,Non précisé,3,2,Non,Non,Oui,Non,Non,Non,3,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9373,Appartement,185000,2023-01-25,Nabeul,Hammamet,Hammamet,8050,1,Non,Non,Neuf,Non précisé,1,2,Non,Non,Non,Oui,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9368,Appartement,288000,2023-01-23,Nabeul,Hammamet,Hammamet,8050,120,Non,Non,Neuf,Moyen standing,2,1,Non,Non,Non,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9366,Appartement,275000,2023-01-23,Nabeul,Hammamet,Hammamet,8050,102,Non,Non,Neuf,Moyen standing,2,1,Non,Non,Non,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8935,Appartement,350000,2023-01-20,Nabeul,Hammamet,Hammamet,8050,81,Non,Non,Neuf,Haut standing,2,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8894,Appartement,20230,2023-01-09,Sousse,Sousse Médina,Sousse Médina,4000,0,Non,Non,Neuf,Moyen standing,,,Oui,Non,Non,Non,Oui,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9239,Appartement,140000,2023-01-06,Nabeul,Hammamet,Hammamet,8050,45,Non,Non,Neuf,Moyen standing,1,1,Non,Non,Non,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9236,Appartement,280000,2023-01-05,Nabeul,Hammamet,Hammamet,8050,120,Non,Non,Neuf,Haut standing,2,1,Non,Oui,Oui,Oui,Non,Non,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9234,Appartement,310000,2023-01-05,Nabeul,Hammamet,Hammamet,8050,114,Non,Non,Neuf,Moyen standing,1,1,Non,Non,Oui,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9191,Appartement,400000,2023-01-05,Nabeul,Hammamet,Hammamet,8050,90,Non,Non,Neuf,Haut standing,2,1,Non,Non,Oui,Oui,Oui,Non,4,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9204,Appartement,270000,2023-01-05,Nabeul,Hammamet,Hammamet,8050,80,Non,Non,Neuf,Haut standing,1,1,Non,Non,Oui,Non,Oui,Non,,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9209,Appartement,150000,2023-01-05,Nabeul,Hammamet,Hammamet,8050,90,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9232,Appartement,302400,2023-01-05,Nabeul,Hammamet,Hammamet,8050,126,Non,Non,Neuf,Haut standing,2,1,Non,Oui,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9226,Appartement,200000,2023-01-05,Nabeul,Hammamet,Hammamet,8050,75,Non,Non,Neuf,Moyen standing,1,1,Non,Oui,Non,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9211,Appartement,250000,2023-01-04,Nabeul,Hammamet,Hammamet,8050,100,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,2,Non,Oui,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9208,Appartement,460000,2023-01-04,Nabeul,Hammamet,Hammamet,8050,92,Non,Non,Neuf,Haut standing,2,1,Non,Non,Oui,Oui,Oui,Non,2,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9207,Appartement,380000,2023-01-04,Nabeul,Hammamet,Hammamet,8050,107,Non,Non,Neuf,Haut standing,2,1,Non,Oui,Oui,Oui,Oui,Non,2,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9206,Appartement,270000,2023-01-04,Nabeul,Hammamet,Hammamet,8050,145,Non,Non,Neuf,Moyen standing,3,1,Non,Oui,Non,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9192,Appartement,260000,2023-01-03,Nabeul,Hammamet,Hammamet,8050,100,Non,Non,Neuf,Moyen standing,2,1,Non,Oui,Non,Non,Oui,Non,2,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9189,Appartement,190000,2023-01-03,Nabeul,Hammamet,Hammamet,8050,55,Non,Non,Neuf,Non précisé,1,1,Non,Oui,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9188,Appartement,450000,2023-01-03,Nabeul,Hammamet,Hammamet,8050,175,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Oui,Non,Oui,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9143,Appartement,180000,2022-12-24,Nabeul,Nabeul,Nabeul,8000,99,Non,Non,Neuf,Non précisé,2,1,Non,Oui,Non,Non,Non,Non,5,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9134,Appartement,650000,2022-12-21,Nabeul,Hammamet,Hammamet,8050,185,Non,Non,Neuf,Non précisé,3,2,Oui,Oui,Oui,Non,Non,Non,3,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9108,Appartement,200000,2022-12-16,Ben Arous,Ezzahra,Ezzahra,2034,105,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,2,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=9062,Appartement,285000,2022-12-02,Tunis,Le Kram,Le Kram,2015,72,Non,Non,Neuf,Haut standing,1,1,Oui,Oui,Oui,Non,Non,Oui,4,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=9017,Appartement,135000,2022-11-24,Nabeul,Kélibia,Kélibia,8000,125,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8973,Appartement,325000,2022-11-16,Tunis,Le Kram,Le Kram,2015,77,Non,Non,Neuf,Moyen standing,1,1,Oui,Non,Oui,Non,Non,Oui,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8974,Appartement,385000,2022-11-16,Ariana,La Soukra,La Soukra,2036,127,Non,Non,Neuf,Non précisé,2,2,Oui,Oui,Oui,Non,Non,Oui,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8956,Appartement,210000,2022-11-05,Nabeul,Hammamet,Hammamet,8050,80,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8947,Appartement,220000,2022-10-29,Sousse,Hammam Sousse,Hammam Sousse,4011,110,Non,Non,Neuf,Haut standing,3,1,Oui,Non,Non,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8903,Appartement,340000,2022-10-12,Mahdia,Mahdia,Mahdia,5100,116,Non,Oui,Neuf,Moyen standing,2,1,Non,Oui,Oui,Non,Non,Non,3,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8902,Appartement,435000,2022-10-11,Mahdia,Mahdia,Mahdia,5100,349,Non,Non,Neuf,Non précisé,6,2,Non,Oui,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8881,Appartement,85000,2022-09-27,Nabeul,Hammamet,Hammamet,8050,70,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8875,Appartement,145000,2022-09-25,Nabeul,Hammamet,Hammamet,8050,75,Titre Bleu,Non,Neuf,Non précisé,2,1,Non,Non,Oui,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8872,Appartement,115000,2022-09-25,Nabeul,Hammamet,Hammamet,8050,50,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8869,Appartement,185000,2022-09-25,Nabeul,Hammamet,Hammamet,8050,70,Titre Bleu,Non,Neuf,Non précisé,4,2,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8866,Appartement,410000,2022-09-25,Nabeul,Hammamet,Hammamet,8050,190,Non,Oui,Neuf,Haut standing,3,2,Oui,Oui,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8865,Appartement,540000,2022-09-25,Nabeul,Hammamet,Hammamet,8050,185,Non,Non,Neuf,Non précisé,3,2,Non,Non,Oui,Oui,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8862,Appartement,240000,2022-09-24,Nabeul,Hammamet,Hammamet,8050,80,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Oui,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8858,Appartement,240000,2022-09-24,Nabeul,Hammamet,Hammamet,8050,90,Non,Non,Neuf,Non précisé,2,1,Non,Oui,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8847,Appartement,280000,2022-09-23,Nabeul,Korba,Korba,8070,216,Titre Individuel,Non,Neuf,Non précisé,4,2,Non,Non,Oui,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8840,Appartement,160000,2022-09-23,Nabeul,Hammamet,Hammamet,8050,110,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8836,Appartement,190000,2022-09-23,Nabeul,Hammamet,Hammamet,8050,70,Titre Bleu,Non,Neuf,Non précisé,4,2,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8829,Appartement,205000,2022-09-22,Nabeul,Hammamet,Hammamet,8050,87,Non,Non,Neuf,Haut standing,1,1,Oui,Non,Oui,Non,Non,Non,4,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8826,Appartement,20220,2022-09-22,Nabeul,Hammamet,Hammamet,8050,70,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8817,Appartement,240000,2022-09-22,Nabeul,Hammamet,Hammamet,8050,80,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Oui,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8816,Appartement,280000,2022-09-22,Nabeul,Hammamet,Hammamet,8050,91,Non,Non,Neuf,Non précisé,2,1,Non,Non,Oui,Oui,Non,Oui,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8806,Appartement,450000,2022-09-20,Nabeul,Hammamet,Hammamet,8050,450000,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Oui,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8804,Appartement,230000,2022-09-20,Nabeul,Hammamet,Hammamet,8050,105,Non,Non,Neuf,Moyen standing,2,2,Non,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8801,Appartement,235000,2022-09-20,Nabeul,Hammamet,Hammamet,8050,124,Non,Non,Neuf,Haut standing,2,1,Oui,Non,Oui,Oui,Oui,Non,2,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8798,Appartement,175000,2022-09-20,Nabeul,Hammamet,Hammamet,8050,85,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8791,Appartement,320000,2022-09-18,Nabeul,Nabeul,Nabeul,8000,150,Non,Non,Neuf,Non précisé,3,2,Non,Oui,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8788,Appartement,225000,2022-09-18,Nabeul,Hammamet,Hammamet,8050,100,Oui,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Oui,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8785,Appartement,20220,2022-09-18,Nabeul,Hammamet,Hammamet,8050,70,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8782,Appartement,550000,2022-09-18,Nabeul,Hammamet,Hammamet,8050,130,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8776,Appartement,110000,2022-09-17,Nabeul,Hammamet,Hammamet,8050,40,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8772,Appartement,250000,2022-09-17,Nabeul,Hammamet,Hammamet,8050,82,Non,Non,Neuf,Moyen standing,2,1,Oui,Oui,Oui,Oui,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8769,Appartement,105000,2022-09-17,Nabeul,Hammamet,Hammamet,8050,60,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Oui,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8764,Appartement,300000,2022-09-16,Nabeul,Nabeul,Nabeul,8000,106,Non,Non,Neuf,Non précisé,3,1,Non,Non,Non,Non,Non,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8750,Appartement,205000,2022-09-15,Nabeul,Hammamet,Hammamet,8050,75,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8741,Appartement,95000,2022-09-15,Nabeul,Hammamet,Hammamet,8050,70,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Oui,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8747,Appartement,515000,2022-09-15,Nabeul,Hammamet,Hammamet,8050,133,Non,Non,Neuf,Moyen standing,2,1,Non,Non,Oui,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8744,Appartement,295000,2022-09-15,Nabeul,Hammamet,Hammamet,8050,90,Non,Non,Neuf,Haut standing,2,1,Oui,Non,Non,Oui,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8737,Appartement,160000,2022-09-14,Nabeul,Hammamet,Hammamet,8050,100,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Oui,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8734,Appartement,280000,2022-09-14,Nabeul,Hammamet,Hammamet,8050,114,Non,Non,Neuf,Moyen standing,1,2,Non,Non,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8731,Appartement,95000,2022-09-14,Nabeul,Nabeul,Nabeul,8000,70,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,4,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8724,Appartement,285000,2022-09-13,Nabeul,Hammamet,Hammamet,8050,83,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8719,Appartement,205000,2022-09-13,Nabeul,Hammamet,Hammamet,8050,68,Non,Non,Neuf,Haut standing,1,1,Oui,Non,Non,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8702,Appartement,260000,2022-09-11,Nabeul,Hammamet,Hammamet,8050,87,Non,Non,Neuf,Non précisé,2,1,Oui,Oui,Oui,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8699,Appartement,165000,2022-09-11,Nabeul,Nabeul,Nabeul,8000,172,Non,Non,Neuf,Non précisé,3,2,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8696,Appartement,175000,2022-09-11,Nabeul,Hammamet,Hammamet,8050,175000,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8692,Appartement,105000,2022-09-11,Nabeul,Hammamet,Hammamet,8050,105000,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Oui,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8685,Appartement,380000,2022-09-10,Nabeul,Hammamet,Hammamet,8050,116,Titre Individuel,Non,Neuf,Non précisé,2,2,Non,Non,Oui,Oui,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8681,Appartement,340000,2022-09-10,Nabeul,Hammamet,Hammamet,8050,78,Non,Non,Neuf,Non précisé,1,1,Non,Non,Oui,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8677,Appartement,195000,2022-09-10,Nabeul,Hammamet,Hammamet,8050,89,Non,Non,Neuf,Moyen standing,2,1,Non,Non,Non,Non,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8673,Appartement,320000,2022-09-09,Nabeul,Hammamet,Hammamet,8050,120,Non,Non,Neuf,Non précisé,2,1,Non,Non,Oui,Non,Oui,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8670,Appartement,250000,2022-09-09,Nabeul,Hammamet,Hammamet,8050,120,Non,Non,Neuf,Non précisé,,,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8665,Appartement,250000,2022-09-09,Nabeul,Hammamet,Hammamet,8050,83,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8660,Appartement,105000,2022-09-08,Nabeul,Hammamet,Hammamet,8050,70,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Oui,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8656,Appartement,240000,2022-09-08,Nabeul,Hammamet,Hammamet,8050,54,Non,Non,Neuf,Non précisé,1,2,Non,Oui,Oui,Oui,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8651,Appartement,80000,2022-09-08,Nabeul,Nabeul,Nabeul,8000,80,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,4,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8648,Appartement,245000,2022-09-08,Nabeul,Hammamet,Hammamet,8050,80,Non,Non,Neuf,Moyen standing,2,1,Non,Non,Non,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8647,Appartement,155000,2022-09-08,Nabeul,Hammamet,Hammamet,8050,84,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8645,Appartement,110000,2022-09-08,Nabeul,Hammamet,Hammamet,8050,40,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8642,Appartement,380000,2022-09-07,Nabeul,Hammamet,Hammamet,8050,114,Non,Non,Neuf,Non précisé,2,2,Non,Non,Non,Non,Non,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8636,Appartement,350000,2022-09-07,Nabeul,Hammamet,Hammamet,8050,130,Non,Non,Neuf,Non précisé,2,2,Non,Non,Oui,Non,Non,Oui,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8635,Appartement,570000,2022-09-07,Nabeul,Nabeul,Nabeul,8000,360,Titre Bleu,Non,Neuf,Non précisé,8,4,Non,Non,Oui,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8633,Appartement,130000,2022-09-07,Nabeul,Hammamet,Hammamet,8050,60,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8629,Appartement,165000,2022-09-06,Nabeul,Nabeul,Nabeul,8000,60,Non,Non,Neuf,Non précisé,2,1,Non,Non,Oui,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8625,Appartement,225000,2022-09-06,Nabeul,Hammamet,Hammamet,8050,100,Oui,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Oui,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8622,Appartement,335000,2022-09-06,Nabeul,Hammamet,Hammamet,8050,132,Non,Non,Neuf,Haut standing,2,2,Oui,Oui,Oui,Non,Oui,Oui,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8614,Appartement,280000,2022-09-06,Nabeul,Korba,Korba,8070,216,Titre Individuel,Non,Neuf,Non précisé,4,2,Non,Non,Oui,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8606,Appartement,150000,2022-09-04,Nabeul,Hammamet,Hammamet,8050,50,Oui,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8601,Appartement,230000,2022-09-04,Nabeul,Hammamet,Hammamet,8050,70,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8597,Appartement,205000,2022-09-04,Nabeul,Hammamet,Hammamet,8050,87,Non,Non,Neuf,Haut standing,1,1,Oui,Non,Oui,Non,Non,Non,4,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8594,Appartement,280000,2022-09-04,Nabeul,Hammamet,Hammamet,8050,114,Non,Non,Neuf,Moyen standing,1,2,Non,Non,Oui,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8590,Appartement,175000,2022-09-04,Sousse,Akouda,Akouda,4022,33,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Oui,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8587,Appartement,240000,2022-09-03,Nabeul,Hammamet,Hammamet,8050,90,Non,Non,Neuf,Non précisé,2,1,Non,Oui,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8583,Appartement,160000,2022-09-03,Nabeul,Hammamet,Hammamet,8050,110,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8580,Appartement,105000,2022-09-03,Nabeul,Hammamet,Hammamet,8050,70,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Oui,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8573,Appartement,145000,2022-09-03,Nabeul,Hammamet,Hammamet,8050,75,Titre Bleu,Non,Neuf,Non précisé,2,1,Non,Non,Oui,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8567,Appartement,330000,2022-09-02,Nabeul,Hammamet,Hammamet,8050,87,Non,Non,Neuf,Haut standing,1,1,Non,Non,Non,Oui,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8556,Appartement,235000,2022-09-02,Nabeul,Hammamet,Hammamet,8050,124,Non,Non,Neuf,Haut standing,2,1,Oui,Non,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8552,Appartement,130000,2022-09-02,Nabeul,Hammamet,Hammamet,8050,60,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8524,Appartement,650000,2022-08-31,Tunis,El Menzah,El Menzah,1000,259,Non,Non,Neuf,Non précisé,3,2,Oui,Non,Non,Non,Non,Non,5,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8522,Appartement,455000,2022-08-31,Tunis,El Menzah,El Menzah,1000,173,Non,Non,Neuf,Non précisé,3,1,Non,Non,Oui,Non,Oui,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8532,Appartement,185000,2022-08-31,Nabeul,Hammamet,Hammamet,8050,80,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8517,Appartement,280000,2022-08-28,Nabeul,Korba,Korba,8070,216,Titre Individuel,Non,Neuf,Non précisé,4,2,Non,Non,Oui,Non,Non,Non,0,Non,Non,Non
