source,url_annonce,type_bien,gouvernorat,delegation,localite,code_postal,prix,surface,date_insertion,nbre_pieces,etage,nbre_chambres,nbre_sdb,ascenseur,parking,meuble,climatisation,chauffage_central,jardin,balcon,standing,syndic,piscine,dressing,vue_mer,titre_foncier,etat
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-ain-zaghouan-el-wahat-zav1525/,Appartement,Tunis,ain zaghwene,ain zaghwene,1000,245000,,4 octobre 2024,S+2,,2,1,,,,,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-ain-zaghouan-el-wahat-mav1704/,Appartement,Tunis,ain zaghwene,ain zaghwene,1000,330000,,2 octobre 2024,S+3,,3,1,,,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-ain-zaghouan-nord-zav1260-3/,Appartement,Tunis,ain zaghwen nord,ain zaghwen nord,1000,265000,,2 octobre 2024,S+1,RDC,1,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-ain-zaghouan-el-wahat-mav1710/,Appartement,Tunis,ain zaghwene nord,ain zaghwene nord,1000,215000,,2 octobre 2024,S+1,,1,1,,,,,Oui,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-a-jardins-de-carthage-mav1444/,Appartement,Tunis,JARDINS DE CARTHAGE,JARDINS DE CARTHAGE,1000,450000,,2 octobre 2024,S+3,,3,1,,,,Oui,Oui,Oui,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-aux-berges-du-lac-2-mav1716/,Appartement,Tunis,lac2,lac2,1000,900000,,27 septembre 2024,S+3,,3,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-laouina-mav1718/,Appartement,Tunis,laouina,laouina,1000,240000,,26 septembre 2024,S+1,,1,1,,,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-avec-jardin-a-la-marsa-mav1211/,Appartement,Tunis,la marsa,la marsa,2070,500000,,25 septembre 2024,S+2,RDC,2,1,,,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s4-a-ain-zaghouan-el-wahat-mav1646-2/,Appartement,Tunis,ain zaghwene nord,ain zaghwene nord,1000,390000,,23 septembre 2024,S+4,,4,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s4-a-ain-zaghouan-el-wahat-mav1432/,Appartement,Tunis,ain zaghwene,ain zaghwene,1000,485000,,23 septembre 2024,S+4,,4,1,,Oui,,Oui,Oui,,,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-aux-jardins-de-carthage-mav1475-2/,Appartement,Tunis,jardins carthage,jardins carthage,1000,350000,,15 septembre 2024,S+1,,1,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-la-marsa-mav1709/,Appartement,Tunis,la marsa,la marsa,2070,595000,,15 septembre 2024,S+1,,1,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-a-ain-zaghouan-nord-mav1575-2/,Appartement,Tunis,ain zaghwene nord,ain zaghwene nord,1000,580000,,10 septembre 2024,S+3,,3,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-ain-zaghouan-nord-mav1705/,Appartement,Tunis,ain zaghwene nord,ain zaghwene nord,1000,680000,,5 septembre 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-la-marsa-mav1602-2/,Appartement,Tunis,la marsa,la marsa,2070,285000,,5 septembre 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-aux-jardins-de-carthage-mav1692-2/,Appartement,Tunis,jardins de crathage,jardins de crathage,1000,741000,,3 septembre 2024,S+3,,3,1,,,,Oui,Oui,Oui,Oui,,,Oui,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/penthouse-s3-a-jardins-de-carthage-zav1201/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,1800000,,24 août 2024,S+3,3,3,1,,Oui,,Oui,Oui,Oui,,,,Oui,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-a-ain-zaghouan-nord-mav1575/,Appartement,Tunis,ain zaghwene nord,ain zaghwene nord,1000,580000,,24 août 2024,S+3,,3,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jardins-de-carthage-zav1695/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,465000,,24 août 2024,S+2,,2,1,,Oui,,Oui,Oui,Oui,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s4-aux-berges-du-lac-1-mav1678/,Appartement,Tunis,lac1,lac1,1000,790000,,24 août 2024,S+4,,4,2,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jardins-de-carthage-zav1265-3/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,610000,,24 août 2024,S+2,RDC,2,1,,Oui,,Oui,Oui,Oui,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/penthouse-s3-avec-piscine-aux-berges-du-lac-2-mav1619/,Appartement,Tunis,lac2,lac2,1000,2000000,,24 août 2024,S+3,,3,1,,Oui,,Oui,Oui,,,,,Oui,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-aux-berges-du-lac-1-zav1357/,Appartement,Tunis,lac1,lac1,1000,580000,,24 août 2024,S+3,,3,1,,Oui,,Oui,Oui,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-berges-du-lac-1-zav1476/,Appartement,Tunis,lac1,lac1,1000,480000,,24 août 2024,S+2,,2,1,,Oui,,Oui,Oui,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-la-soukra-zav1699/,Appartement,Ariana,la soukra,la soukra,ariana,450000,,20 août 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-aux-berges-du-lac-2-mav1702/,Appartement,Tunis,lac2,lac2,1000,790000,,20 août 2024,S+3,,3,1,,Oui,,Oui,Oui,,,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-avec-terrasse-a-la-marsa-mav1631/,Appartement,Tunis,la marsa,la marsa,2070,950000,,20 août 2024,S+3,RDC,3,1,,Oui,,Oui,Oui,,,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jdc/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,465000,,9 août 2024,S+2,,2,1,,Oui,,Oui,Oui,Oui,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-berges-du-lac-2-zav1657/,Appartement,Tunis,lac2,lac2,1000,480000,,6 août 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-ain-zaghouan-nord-zav1453/,Appartement,Tunis,ain zaghwene,ain zaghwene,1000,400000,,28 juillet 2024,S+1,,1,1,,Oui,Oui,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-aux-jardins-de-carthage-mav1481/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,310000,,17 juillet 2024,S+1,,1,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s0-meuble-aux-jardins-de-carthage-mav1675/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,300000,,17 juillet 2024,S+0,,0,1,,,Oui,Oui,Oui,Oui,,,,Oui,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-ain-zaghouan-nord-mav1592/,Appartement,Tunis,ain zaghwene nord,ain zaghwene nord,1000,210000,,17 juillet 2024,S+1,,1,1,,,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-ain-zaghouan-nord/,Appartement,Tunis,ain zaghwene,ain zaghwene,1000,285000,,17 juillet 2024,S+1,,1,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s4-vue-sur-lac-aux-berges-du-lac-1-mal0786/,Appartement,Tunis,lac1,lac1,1000,5500,,17 juillet 2024,S+4,,4,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s3-avec-jardin-a-la-marsa-mdv0153/,Appartement,Tunis,la marsa,la marsa,2070,675000,,17 juillet 2024,S+3,RDC,3,1,,,,Oui,Oui,Oui,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jardins-de-carthage/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,577000,,15 juillet 2024,S+2,,2,1,,Oui,,Oui,Oui,Oui,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-aux-jardins-de-carthage-zav1423/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,706500,,15 juillet 2024,S+3,,3,1,,Oui,,Oui,Oui,Oui,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-a-ain-zaghouan-nord-mav1623/,Appartement,Tunis,ain zaghwene nord,ain zaghwene nord,1000,500000,,12 juillet 2024,S+3,,3,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-ain-zaghouan-nord-mav1579-2/,Appartement,Tunis,ain zaghwene nord,ain zaghwene nord,1000,520000,,12 juillet 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-ain-zaghouan-nord-mav1579/,Appartement,Tunis,ain zaghwene,ain zaghwene,1000,500000,,12 juillet 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-aux-jardins-de-carthage-mav1210/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,930000,,12 juillet 2024,S+3,,3,1,,Oui,,Oui,Oui,Oui,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jardins-de-carthage-mav1411-2/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,435000,,12 juillet 2024,S+2,,2,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-aux-jardins-de-carthage-mav1656-2/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,440000,,12 juillet 2024,S+1,,1,1,,Oui,,Oui,Oui,Oui,,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-sidi-daoud-la-marsa-mav1531/,Appartement,Tunis,la marsa,la marsa,2070,600000,,12 juillet 2024,S+2,,2,1,,,,Oui,Oui,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s0-a-la-goulette-cote-mer-mav1179/,Appartement,Tunis,la goulette,la goulette,2060,105000,,9 juillet 2024,S0,RDC,0,1,,,,Oui,Oui,,,,,,,Oui,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-berges-du-lac-1/,Appartement,Tunis,lac1,lac1,1000,900000,,7 juillet 2024,S+2,RDC,2,1,,Oui,,Oui,Oui,Oui,,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s3-avec-jardin-a-la-marsa-mtrl0095/,Appartement,Tunis,la marsa,la marsa,2070,2000,,7 juillet 2024,S+3,RDC,3,1,,,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-a-la-marsa-mav1509/,Appartement,Tunis,la marsa,la marsa,2070,680000,,5 juillet 2024,S+3,,3,1,,Oui,,Oui,Oui,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-la-soukra-mav1482/,Appartement,Ariana,la soukra,la soukra,ariana,380000,,22 juin 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-a-ain-zaghouan-nord-zav1625/,Appartement,Tunis,ain zaghwene,ain zaghwene,1000,660000,,15 juin 2024,S+3,,3,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/a-vendre-un-appartement-s1-au-lac-2/,Appartement,Tunis,lac 2,lac 2,1000,430000,81,12 juin 2024,S+1,2,1,1,Oui,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-avec-jardin-a-ain-zaghouan-mav1543/,Appartement,Tunis,ain zaghwene,ain zaghwene,1000,460000,,9 juin 2024,S+2,RDC,2,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-a-la-soukra-mav1672/,Appartement,Ariana,la soukra,la soukra,ariana,600000,,2 juin 2024,S+3,,3,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-vue-sur-lac-aux-berges-du-lac-2-zav1386/,Appartement,Tunis,lac2,lac2,1000,1170000,,28 mai 2024,S+3,,3,1,,Oui,,Oui,Oui,,,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-a-la-soukra-mav1452/,Appartement,Ariana,la soukra,la soukra,ariana,650000,,28 mai 2024,S+3,,3,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s4-aux-jardins-de-carthage-zav1536/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,550000,,28 mai 2024,S+4,,4,1,,Oui,,,Oui,Oui,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-berges-du-lac-2-zav1385/,Appartement,Tunis,lac2,lac2,1000,840000,,23 mai 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-la-marsa-mav1660/,Appartement,Tunis,la marsa,la marsa,2070,320000,91,4 mai 2024,S+2,RDC,2,1,,,,Oui,Oui,Oui,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-aux-jardins-de-carthage-mav1462/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,420000,,24 avril 2024,S+1,,1,1,,,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-berges-du-lac-2zav1657/,Appartement,Tunis,lac2,lac2,1000,480000,,24 avril 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-aux-jardins-de-carthage-mav1475/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,350000,,23 avril 2024,S+1,,1,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-aux-jardins-de-carthage-zav1564/,Appartement,Tunis,jardin de carthage,jardin de carthage,1000,452000,,23 avril 2024,S+1,RDC,1,1,,Oui,,Oui,Oui,Oui,,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jardins-de-carthage-zav1265-2/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,650000,,23 avril 2024,S+2,RDC,2,1,,Oui,,Oui,Oui,Oui,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-meuble-s1-a-les-berges-du-lac-1-mal0025/,Appartement,Tunis,lac1,lac1,1000,1500,,23 avril 2024,S+1,,1,1,,,Oui,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jardins-de-carthage-mav1411/,Appartement,Tunis,jardin de carthage,jardin de carthage,1000,420000,,23 avril 2024,S+2,,2,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jardins-de-carthage-zav1265/,Appartement,Tunis,jardin de carthage,jardin de carthage,1000,650000,,23 avril 2024,S+2,RDC,2,1,,Oui,,Oui,Oui,Oui,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/luxueux-appartement-s2-directe-promoteur/,Appartement,Tunis,les jardins de carthage,les jardins de carthage,1000,550000,,23 avril 2024,S2,,2,1,,Oui,,,,Oui,,,,Oui,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-avec-piscine-et-jardin-aux-jardins-de-carthage-zav1266/,Appartement,Tunis,jardins de carthage,jardins de carthage,1000,1150000,,23 avril 2024,S+3,,3,1,,Oui,,Oui,Oui,Oui,Oui,,,Oui,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jardins-de-carthage-mav1652/,Appartement,Tunis,JARDINS DE CARTHAGE,JARDINS DE CARTHAGE,1000,720000,,23 avril 2024,S+2,,2,1,,Oui,,Oui,Oui,Oui,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-aux-jardins-de-carthage-mav1656/,Appartement,Tunis,jardin de carthage,jardin de carthage,1000,440000,,23 avril 2024,S+1,,1,1,,Oui,,Oui,Oui,Oui,,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-vue-sur-mer-a-la-goulette-mav1508/,Appartement,Tunis,la goulette,la goulette,2060,720000,,18 avril 2024,S+3,,3,1,,Oui,,Oui,Oui,,,,,,,Oui,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s4-vue-sur-mer-a-la-goulette-mdv0122/,Appartement,Tunis,la goulette,la goulette,2060,700000,,18 avril 2024,S+4,RDC,4,1,,,,Oui,Oui,,Oui,,,,,Oui,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s4-avec-jardin-a-ain-zaghouan-nord-mdv0117/,Appartement,Tunis,ain zaghwene,ain zaghwene,1000,485000,,18 avril 2024,S+4,RDC,4,1,,,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s3-a-ain-zaghouan-mdv0096/,Appartement,Tunis,a la marsa,a la marsa,1000,500000,,18 avril 2024,S+3,RDC,3,1,,,,Oui,Oui,,,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/triplex-s4-avec-piscine-a-la-marsa-mtrv0016/,Appartement,Tunis,la marsa,la marsa,2070,0,,17 avril 2024,S+4,RDC,4,1,,,,Oui,Oui,Oui,,Haut,,Oui,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/triplex-s4-aux-berges-du-lac-2-mtrv0035/,Appartement,Tunis,lac2,lac2,1000,2650000,,17 avril 2024,S+4,RDC,4,1,,,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/un-triplex-s6-a-gammarth-superieur-mtrv0007/,Appartement,Tunis,gmmarth,gmmarth,1000,800000,,17 avril 2024,S+6,RDC,6,1,,,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/triplex-s4-a-la-soukra-mtrv0023/,Appartement,Ariana,la soukra,la soukra,ariana,760000,,17 avril 2024,S+4,RDC,4,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/triplex-s4-avec-jardin-a-la-soukra-ztrv0042/,Appartement,Ariana,la soukra,la soukra,ariana,800000,,17 avril 2024,S+4,RDC,4,1,,,,Oui,Oui,Oui,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-ain-zaghouan-sud-mav1647/,Appartement,Tunis,ain zaghwen,ain zaghwen,1000,373250,,12 avril 2024,S+1,,1,1,,Oui,,Oui,Oui,,,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-a-ain-zaghouan-sud-mav1649/,Appartement,Tunis,ain zaghwen,ain zaghwen,1000,985000,,29 mars 2024,S+3,,3,1,,,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-ain-zaghouan-sud-mav1648/,Appartement,Tunis,ain zaghwene sud,ain zaghwene sud,1000,714000,,29 mars 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s4-a-ain-zaghouan-el-wahat-mav1646/,Appartement,Tunis,ain zaghwen el wahete,ain zaghwen el wahete,1000,400000,,22 mars 2024,S+4,,4,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s2-avec-jardin-au-lac-2-mdv0076/,Appartement,Tunis,Les Berges Du Lac 2,Les Berges Du Lac 2,1000,650000,,2 février 2024,S+2,,2,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/triplex-s4-avec-jardin-mtrv0039/,Appartement,Tunis,La Marsa,La Marsa,2070,900000,,2 février 2024,S+4,RDC,4,1,,,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s5-avec-terrasse-et-piscine-a-la-soukra-mvv0343/,Appartement,Ariana,La Soukra,La Soukra,ariana,1250000,,25 janvier 2024,S+5,RDC,5,1,,,,Oui,Oui,,Oui,,,Oui,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-avec-jardin-et-piscine-mav1554/,Appartement,Tunis,La Marsa,La Marsa,2070,2200000,,20 janvier 2024,S+2,RDC,2,1,,Oui,,Oui,Oui,Oui,,,,Oui,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-la-marsa-mav1613/,Appartement,Tunis,La Marsa,La Marsa,2070,320000,,10 janvier 2024,S+1,,1,1,,Oui,,Oui,Oui,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-gammarth-mav1418/,Appartement,Tunis,Gammarth,Gammarth,1000,380000,,9 janvier 2024,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/triplex-s3-avec-jardin-et-piscine-a-la-marsa-ztrv0041/,Appartement,Tunis,La Marsa,La Marsa,2070,2300000,,9 janvier 2024,S+3,RDC,3,1,,,,Oui,Oui,Oui,,,,Oui,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s3-avec-jardin-et-piscine-aux-berges-du-lac-2-mdv0121/,Appartement,Tunis,Les Berges Du Lac 2,Les Berges Du Lac 2,1000,1650000,,9 janvier 2024,S+3,RDC,3,1,,Oui,,Oui,Oui,Oui,,,,Oui,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s4-avec-terrasse-aux-jardins-de-carthage-mav1610/,Appartement,Tunis,Jardins De Carthage,Jardins De Carthage,1000,1200000,,9 janvier 2024,S+4,,4,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/des-appartements-a-kerkouane/,Appartement,Nabeul,kerkoane,kerkoane,8000,200000,135,8 janvier 2024,S+2,RDC,2,,,,,,,,,,,,,,Bleu,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s3-avec-terrasse-a-la-marsa-zdv0100/,Appartement,Tunis,La Marsa,La Marsa,2070,550000,,6 janvier 2024,S+3,RDC,3,1,,,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-la-marsa-zav1591/,Appartement,Tunis,La Marsa,La Marsa,2070,530000,,29 décembre 2023,S+2,RDC,2,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-ain-zaghouan-nord-mav1580/,Appartement,Tunis,Ain Zaghouan Nord,Ain Zaghouan Nord,1000,275000,,29 décembre 2023,S+1,,1,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s1-a-ain-zaghouan-mav1592/,Appartement,Tunis,Ain Zaghouan Nord,Ain Zaghouan Nord,1000,280000,,29 décembre 2023,S+1,,1,1,,Oui,,Oui,Oui,,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s4-a-ain-zaghouan-nord-mav1598/,Appartement,Tunis,Ain Zaghouan Nord,Ain Zaghouan Nord,1000,740000,,29 décembre 2023,S+4,,4,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-meuble-s1-avec-jardin-a-la-marsa-mav1563/,Appartement,Tunis,La Marsa,La Marsa,2070,430000,,29 décembre 2023,S+1,RDC,1,1,,,Oui,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-a-la-marsa-mav1602/,Appartement,Tunis,La Marsa,La Marsa,2070,270000,,29 décembre 2023,S+2,,2,1,,Oui,,Oui,Oui,,Oui,,,,Oui,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s3-avec-jardin-a-gammarth-mav1600/,Appartement,Tunis,Gammarth,Gammarth,1000,1200000,,29 décembre 2023,S+3,RDC,3,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s4-a-la-marsa-mdv0138/,Appartement,Tunis,La Marsa,La Marsa,2070,430000,,28 décembre 2023,S+4,RDC,4,1,,,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jardins-de-carthage-mav1606/,Appartement,Tunis,Jardins De Carthage,Jardins De Carthage,1000,450000,,28 décembre 2023,S+2,,2,1,,Oui,,Oui,Oui,Oui,Oui,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/appartement-s2-aux-jardins-de-carthage-zav1599/,Appartement,Tunis,Jardins De Carthage,Jardins De Carthage,1000,600000,,26 décembre 2023,S+2,,2,1,,Oui,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s3-avec-jardin-a-ain-zaghouan-mdv0137/,Appartement,Tunis,Ain Zaghouan,Ain Zaghouan,1000,550000,,26 décembre 2023,S+3,RDC,3,1,,,,Oui,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/un-appartement-s4-aux-berges-du-lac-mav1153/,Appartement,Tunis,Les Berges Du Lac 2,Les Berges Du Lac 2,1000,1200000,,25 décembre 2023,S+4,,4,1,,Oui,,Oui,Oui,,,,,,,,,
