source,url_annonce,type_bien,gouvernorat,delegation,localite,code_postal,prix,surface,date_insertion,nbre_chambres,nbre_sdb,niveau,piscine,jardin,garage,parking,balcon,climatisation,chauffage_central,dressing,titre_foncier,etat,standing,vue_mer,terrasse
behya.tn,https://www.behya.tn/tunisie-annonces/une-maison-a-vendre-a-djerba/,Maison/Villa,Medenine,Houmt Souk Djerba,Houmt Souk Djerba,6100,300000,230,28 mai 2024,,,,,,,,,,,,,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/a-vendre-en-zone-touristique-belle-villa-avec-piscine-privee-ref-v623-4/,Maison/Villa,Medenine,Djerba,Djerba,6100,990000,628,25 mai 2024,2,,,Oui,Oui,Oui,,,Oui,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s5-a-la-marsa-zvl1541-2/,Maison/Villa,Tunis,la marsa,la marsa,2070,4200,,23 mai 2024,5,1,,,Oui,Oui,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s3-avec-piscine-a-la-marsa-mvl1545/,Maison/Villa,Tunis,la marsa,la marsa,2070,250,,16 mai 2024,3,1,,Oui,,,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s5-avec-piscine-a-la-soukra-zvv0173/,Maison/Villa,Ariana,la soukra,la soukra,ariana,11000000,,1 mai 2024,5,1,,Oui,Oui,,,Oui,Oui,Oui,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-avec-jardin-a-vendre-a-cite-el-khalil/,Maison/Villa,Tunis,la marsa,la marsa,2070,800000,404,25 avril 2024,3,1,,,Oui,Oui,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-a-usage-bureautique-aux-berges-du-lac-2/,Maison/Villa,Tunis,les berges du lac2,les berges du lac2,1000,3326740,,25 avril 2024,,2,,,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/grande-maison-a-vendre-en-zone-touristique-djerba-ref-v590-2/,Maison/Villa,Medenine,Djerba,Djerba,6100,980000,350,23 avril 2024,2,,,,,Oui,,,Oui,,Oui,Bleu,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-retaper-a-la-marsa-zvv0356/,Maison/Villa,Tunis,a la marsa,a la marsa,1000,160000,,23 avril 2024,3,1,,,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s5-avec-jardin-a-laouina-zdv0110/,Maison/Villa,Tunis,,,N/A,750000,,23 avril 2024,5,1,,,Oui,,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s3-a-marina-gammarth-mvv0094/,Maison/Villa,Tunis,a la marsa,a la marsa,1000,3500000,,12 avril 2024,3,1,,,Oui,,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/vente-villa-neuve-avec-piscine-a-houmt-souk-djerba-ref-v-628-2/,Maison/Villa,Medenine,Djerba Houmt Souk,Djerba Houmt Souk,6100,650000,408,12 avril 2024,1,1,,Oui,Oui,Oui,,,Oui,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s4-avec-piscine-a-gammarth-mvv0290/,Maison/Villa,Tunis,gammarth,gammarth,1000,1500000,,2 avril 2024,4,1,,Oui,Oui,Oui,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s3-avec-jardin-a-la-marsa-mdv0143/,Maison/Villa,Tunis,a la marsa,a la marsa,1000,890000,,31 mars 2024,3,1,,,Oui,,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s3-avec-terrasse-a-la-marsazdv0100/,Maison/Villa,Tunis,a la marsa,a la marsa,1000,600000,,31 mars 2024,3,1,,,Oui,,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s5-a-ain-zaghouan-nord-zdv0011/,Maison/Villa,Tunis,ain zaghwen,ain zaghwen,1000,600000,,31 mars 2024,5,1,,,,,Oui,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/a-vendre-villa-el-manar/,Maison/Villa,Ariana,el manar ariana,el manar ariana,2080,820,,26 mars 2024,,,,,,,Oui,,,,,Bleu,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/vente-villa-haut-de-gamme-a-mezraya-ref-v621-4/,Maison/Villa,Medenine,Djerba,Djerba,6100,1,507,22 mars 2024,1,1,,Oui,Oui,Oui,,,,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s5-a-la-soukra-mvv0162/,Maison/Villa,Ariana,la soukra,la soukra,ariana,1200000,,22 mars 2024,5,1,,,Oui,Oui,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-neuve-a-vendre-a-la-zone-touristique-mezraya-ref-v640-3/,Maison/Villa,Medenine,Djerba Houmt Souk,Djerba Houmt Souk,6100,1,496,15 mars 2024,1,1,,Oui,Oui,,,,,,Oui,,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/belle-villa-tres-bien-situee-a-la-cite-olympique/,Maison/Villa,Tunis,,,N/A,1190000,624,26 février 2024,,1,3,Oui,Oui,,,,,,Oui,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s4-avec-piscine-a-la-soukra-mvv0279/,Maison/Villa,Ariana,La Soukra,La Soukra,ariana,2300000,,2 février 2024,4,1,,Oui,Oui,,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-pres-de-la-plage-2/,Maison/Villa,Nabeul,kerkouane,kerkouane,8000,350000,426,25 janvier 2024,3,,,,,,,,,,,Bleu,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s6-a-la-marsa-mvv0342/,Maison/Villa,Tunis,La Marsa,La Marsa,2070,1000000,,24 janvier 2024,6,1,,,Oui,Oui,,,,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/vente-projet-villa-neuve-avec-piscine-a-mezraya-ref-v658-2/,Maison/Villa,Medenine,Djerba Mezraya,Djerba Mezraya,6100,1,1365,23 janvier 2024,,1,,Oui,,,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-17/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,170000,350,19 janvier 2024,3,,,,,Oui,,,,,,Bleu,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s5-avec-piscine-a-la-marsa-mvv0341/,Maison/Villa,Tunis,La Marsa,La Marsa,2070,2500000,,17 janvier 2024,5,1,,Oui,Oui,,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s3-a-la-soukra-mvv0328/,Maison/Villa,Ariana,La Soukra,La Soukra,ariana,850000,,17 janvier 2024,3,1,,Oui,Oui,,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/vente-villa-haut-de-gamme-a-djerba-mezraya-ref-v630-2/,Maison/Villa,Medenine,Djerba Mezraya,Djerba Mezraya,6100,0,415,15 janvier 2024,2,1,3,Oui,,,,,Oui,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-plain-pied-s4-a-la-soukra-mvv0241/,Maison/Villa,Ariana,La Soukra,La Soukra,ariana,1950000,,15 janvier 2024,4,1,Plain-pied,,Oui,,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/vente-villa-haut-de-gamme-a-mezraya-ref-v621-3/,Maison/Villa,Medenine,Djerba Mezraya,Djerba Mezraya,6100,1,507,15 janvier 2024,1,1,,Oui,Oui,Oui,,,,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-16/,Maison/Villa,Nabeul,el haouaria,el haouaria,8000,150000,300,7 janvier 2024,2,,,,,,,,,,,Bleu,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/a-vendre-en-zone-touristique-belle-villa-avec-piscine-privee-ref-v623-3/,Maison/Villa,Medenine,Djerba Zone Touristique,Djerba Zone Touristique,6100,0,628,6 janvier 2024,2,,,Oui,Oui,Oui,,,Oui,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/deux-maisons-a-vendre/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,380000,229,6 janvier 2024,2,,,,,,,,,,,Bleu,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-s3-a-kelibia/,Maison/Villa,Nabeul,kélibia,kélibia,8090,160000,168,1 janvier 2024,3,,,,,,,,,,,Bleu,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-inachevee-a-ain-zaghouan-zvv0296/,Maison/Villa,Tunis,Ain Zaghouan Nord,Ain Zaghouan Nord,1000,980000,,28 décembre 2023,,1,,,Oui,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/une-villa-s6-avec-piscine-a-gammarth-mvv0168/,Maison/Villa,Tunis,Gammarth,Gammarth,1000,3500000,,25 décembre 2023,6,1,,Oui,Oui,Oui,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s4-avec-piscine-en-cours-de-finition-a-la-soukra-mvv0329/,Maison/Villa,Ariana,La Soukra,La Soukra,ariana,1450000,,25 décembre 2023,4,1,,Oui,Oui,,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s5-avec-piscine-a-la-marsa-zvv0202-2/,Maison/Villa,Tunis,La Marsa,La Marsa,2070,2200000,,25 décembre 2023,5,1,,Oui,Oui,Oui,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-avec-piscine-a-la-soukra-mvv0338/,Maison/Villa,Ariana,La Soukra,La Soukra,ariana,2500000,,25 décembre 2023,5,1,Plain-pied,Oui,Oui,Oui,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s5-avec-piscine-a-la-marsa-zvv0202/,Maison/Villa,Tunis,la marsa,la marsa,2070,2200000,,22 décembre 2023,5,1,,Oui,Oui,Oui,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s6-a-gammarth-mvv0168/,Maison/Villa,Tunis,gammarth,gammarth,1000,3500000,,18 décembre 2023,6,1,,Oui,Oui,Oui,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/vente-projet-villa-neuve-avec-piscine-a-mezraya-ref-v658/,Maison/Villa,Medenine,Djerba MEZRAYA,Djerba MEZRAYA,6100,1,1365,14 décembre 2023,,1,,Oui,,,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/une-tres-belle-villa-a-djerba/,Maison/Villa,Medenine,Djerba,Djerba,6100,0,,12 décembre 2023,2,,,Oui,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/vente-villa-avec-piscine-a-mezraya-djerba-ref-v620-2/,Maison/Villa,Medenine,Djerba Houmt Souk,Djerba Houmt Souk,6100,0,185,11 décembre 2023,,,,Oui,,,,Oui,,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/duplex-s3-a-ain-zaghouan-mdv0137/,Maison/Villa,Tunis,ain zaghouan,ain zaghouan,1000,550000,,11 décembre 2023,3,1,,,Oui,,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-vendre-a-djerba/,Maison/Villa,Medenine,Houmt Souk Djerba,Houmt Souk Djerba,6100,250000,,9 décembre 2023,3,1,,Oui,Oui,,,,,,,,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-vendre-6/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,600000,500,8 décembre 2023,5,,1,,Oui,,,,,,,Bleu,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-15/,Maison/Villa,Nabeul,dar allouche,dar allouche,8000,150000,250,8 décembre 2023,2,,,,,,,,,,,Bleu,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s4-a-gammarth-mvv0256/,Maison/Villa,Tunis,gammarth,gammarth,1000,2300000,,7 décembre 2023,4,1,,Oui,Oui,,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-avec-un-grand-jardin/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,550000,140,4 décembre 2023,2,,,,Oui,,,,,,,Bleu,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-14/,Maison/Villa,Nabeul,el haouria,el haouria,8000,160000,524,2 décembre 2023,3,1,,,Oui,,,,,,,Bleu,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-pres-de-la-plage/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,260000,350,2 décembre 2023,3,,,,,Oui,,,,,,Bleu,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s6-avec-piscine-a-la-soukra-mvv0332/,Maison/Villa,Ariana,la soukra,la soukra,ariana,2800000,,28 novembre 2023,6,1,,Oui,Oui,Oui,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-13/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,230000,216,28 novembre 2023,2,1,,,Oui,,,,,,,Bleu,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/projet-de-villa-avec-piscine-a-houmt-souk-djerba-ref-p624/,Maison/Villa,Medenine,DJERBA HOUMT SOUK,DJERBA HOUMT SOUK,6100,0,175,28 novembre 2023,2,,,Oui,Oui,Oui,,,,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-12/,Maison/Villa,Nabeul,el haouaria,el haouaria,8000,70000,500,28 novembre 2023,1,1,,,Oui,,,,,,,Bleu,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/vente-villa-neuve-avec-piscine-a-houmt-souk-djerba-ref-v-628/,Maison/Villa,Medenine,Djerba Houmt Souk,Djerba Houmt Souk,6100,650000,408,22 novembre 2023,1,1,,Oui,Oui,Oui,,,Oui,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/a-vendre-en-zone-touristique-belle-villa-avec-piscine-privee-ref-v623-2/,Maison/Villa,Medenine,Djerba Zone Touristique,Djerba Zone Touristique,6100,990000,628,22 novembre 2023,2,,,Oui,Oui,Oui,,,Oui,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-neuve-a-vendre-a-la-zone-touristique-mezraya-ref-v640-2/,Maison/Villa,Medenine,DJERBA MEZRAYA,DJERBA MEZRAYA,6100,1,496,18 novembre 2023,1,1,,Oui,Oui,,,,,,Oui,,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-avec-piscine-a-vendre/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,400000,500,18 novembre 2023,3,,,Oui,Oui,,,,,,,Bleu,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-11/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,370000,220,15 novembre 2023,2,1,,,,Oui,,,,,,Bleu,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-10/,Maison/Villa,Nabeul,dar allouche,dar allouche,8000,250000,210,15 novembre 2023,2,1,,,Oui,,,,,,,Bleu,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-9/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,190000,150,26 octobre 2023,2,1,,,,,,,,,,Bleu,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/avendre-villa-hamemlif/,Maison/Villa,Ben Arous,Hamem LIF,Hamem LIF,2013,0,465,10 octobre 2023,5,,2,,Oui,,,,,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-arabe-a-vendre/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,90000,300,9 octobre 2023,2,,,,Oui,,,,,,,Bleu,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-8/,Maison/Villa,Nabeul,dar allouche,dar allouche,8000,135000,250,6 octobre 2023,3,,,,,Oui,,,,,,Bleu,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-s6-avec-piscine-a-la-marsa-mvv0304/,Maison/Villa,Tunis,la marsa,la marsa,2070,2400000,,5 octobre 2023,6,1,,Oui,Oui,Oui,,,Oui,Oui,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/superbe-maison-a-vendre/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,120000,500,5 octobre 2023,3,1,,,Oui,,,,,,,Bleu,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-7/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,0,180,4 septembre 2023,2,1,,,Oui,,,,,,,Bleu,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-inacheve-a-vendre-3/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,160000,330,4 septembre 2023,2,,,,,,,,,,,Bleu,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-6/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,142000,350,4 septembre 2023,2,,,,,,,,,,,Bleu,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-vendre-4/,Maison/Villa,Nabeul,rue de liberté,rue de liberté,8000,0,519,30 août 2023,3,1,,,Oui,Oui,,,,,,Bleu,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-inacheve-a-vendre-2/,Maison/Villa,Nabeul,el haouaria,el haouaria,8000,72000,140,30 août 2023,2,,,,Oui,Oui,,,,,,Bleu,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-5/,Maison/Villa,Nabeul,rue de liberté,rue de liberté,8000,105000,326,30 août 2023,3,1,,,,Oui,,,,,,Bleu,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-inacheve-a-vendre/,Maison/Villa,Nabeul,dar allouch,dar allouch,8000,130000,1080,30 août 2023,2,,,,,,,,,,,Bleu,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-vendre-3/,Maison/Villa,Nabeul,rue de liberté,rue de liberté,8000,300000,260,27 août 2023,2,1,,,Oui,Oui,,,,,,Bleu,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-3/,Maison/Villa,Nabeul,rue de liberté,rue de liberté,8000,0,500,27 août 2023,2,1,,,Oui,Oui,,Oui,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-2/,Maison/Villa,Sidi Bouzid,rue de liberté,rue de liberté,8000,143000,100,27 août 2023,2,1,,,,,,,,,,Bleu,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-avec-2-garages-a-vendre/,Maison/Villa,Nabeul,rue de liberté,rue de liberté,8000,180000,150,27 août 2023,2,,,,,Oui,,,,,,Bleu,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/av-belle-villa-de-500mpiscine-a-hammamet-sud/,Maison/Villa,Nabeul,Hammamet sud,Hammamet sud,8000,420000,,23 août 2023,2,,,Oui,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/av-villa-650m-avec-piscine-a-hammamet-sud/,Maison/Villa,Nabeul,Hammamet sud,Hammamet sud,8000,450000,,22 août 2023,2,,,Oui,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-neuve-a-vendre-a-la-zone-touristique-mezraya-ref-v640/,Maison/Villa,Medenine,Houmt Souk,Houmt Souk,6116,920000,496,22 juin 2023,1,1,,Oui,Oui,,,,,,Oui,,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-haut-standing-sur-deux-etages-separes-superette/,Maison/Villa,Ben Arous,nouvelle madina,nouvelle madina,2013,750000,330,7 juin 2023,2,,,,,,,,,,,,,Haut,,
behya.tn,https://www.behya.tn/tunisie-annonces/vente-villa-haut-de-gamme-a-mezraya-ref-v621-2/,Maison/Villa,Medenine,Mezraya,Mezraya,6100,1,507,7 juin 2023,1,1,,Oui,Oui,Oui,,,,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/vente-villa-haut-de-gamme-a-djerba-mezraya-ref-v630/,Maison/Villa,Medenine,,,N/A,1200000,415,19 avril 2023,2,1,3,Oui,,,,,Oui,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/a-vendre-en-zone-touristique-belle-villa-avec-piscine-privee-ref-v623/,Maison/Villa,Medenine,,,N/A,990000,628,15 mars 2023,2,,,Oui,Oui,Oui,,,Oui,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/vente-villa-haut-de-gamme-a-mezraya-ref-v621/,Maison/Villa,Medenine,,,N/A,1,507,7 février 2023,1,1,,Oui,Oui,Oui,,,,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/vente-villa-avec-piscine-a-mezraya-djerba-ref-v620/,Maison/Villa,Medenine,,,N/A,750000,185,7 février 2023,,,,Oui,,,,Oui,,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/vendre-villa-inachevee-en-tunis-nabeul-mrazga/,Maison/Villa,Nabeul,,,N/A,382,230,19 janvier 2023,,,,,,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/spacieuse-villa-bonne-ocasion/,Maison/Villa,Ben Arous,25 Rue Avicenne Khledia,25 Rue Avicenne Khledia,2013,250000,545,26 novembre 2022,2,4,,,,,Oui,,,Oui,,,Rénové,,,
behya.tn,https://www.behya.tn/tunisie-annonces/projet-de-villa-avec-piscine-a-z-u-houmt-souk-djerba-ref-p596/,Maison/Villa,Medenine,Houmt Souk Djerba,Houmt Souk Djerba,6100,0,197,16 novembre 2022,,1,,Oui,,,,Oui,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/une-grande-villa/,Maison/Villa,Nabeul,dar alouch kélibia,dar alouch kélibia,8000,0,12000,8 novembre 2022,1,1,,Oui,Oui,,Oui,,,,,,,Haut,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-sfax/,Maison/Villa,Sfax,Route Soukra km4 sfax,Route Soukra km4 sfax,3000,0,370,19 octobre 2022,,,,,Oui,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/a-vendre-maison-style-duplex-au-cite-ibn-khaldoun-6-a-deux-pas-del-manar1-et-du-complexe-universitaire/,Maison/Villa,Tunis,cite ibn khaldoun 6,cite ibn khaldoun 6,1000,340000,220,8 octobre 2022,5,2,,,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa/,Maison/Villa,Manouba,cité ben yedder,cité ben yedder,2010,570000,,3 octobre 2022,,,,,,,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/projet-de-maison-dhotes-a-vendre-a-mezraya-djerba-ref-p601/,Maison/Villa,Medenine,MEZRAYA DJERBA,MEZRAYA DJERBA,6100,0,1338,1 octobre 2022,1,1,,Oui,Oui,,,,,,Oui,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-elhaouaria-plage/,Maison/Villa,Nabeul,Elhaouaria nabeul,Elhaouaria nabeul,8000,240000,300,20 août 2022,,,,,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/une-maison-s3-avec-garage-a-vendre-a-hammamet-sud-51355351/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,115000,200,8 août 2022,3,,,,,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/une-villa-toute-neuve-a-vendre-a-nabeul-51355351/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,425000,200,6 août 2022,2,1,,,Oui,Oui,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/une-villa-a-vendre-a-hammamet-sud-51355351/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,630000,1000,5 août 2022,6,,,Oui,Oui,,Oui,,,,,Bleu,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-s2-a-vendre-au-kram/,Maison/Villa,Tunis,10 rue ghaza le kram,10 rue ghaza le kram,1000,210000,60,27 juillet 2022,2,1,,,,,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/une-charmante-villa-avec-piscine-a-jinen-el-hammamet-a-vendre-51355351/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,985000,750,23 juillet 2022,4,1,2,Oui,Oui,,,,Oui,Oui,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/une-coquette-villa-a-vendre-a-afh-mrezga-51355351/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,455000,130,9 juillet 2022,1,1,2,,Oui,,Oui,Oui,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/belle-villa-avec-jardin-a-vendre-a-hammamet-51355351/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,1200000,798,9 juillet 2022,3,,,,Oui,,,,Oui,Oui,,,,Haut,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-de-charme-toute-neuve-a-vendre-a-690-md-51355351/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,690000,261,6 juillet 2022,5,5,2,Oui,Oui,,,,,,,,,Haut,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/__trashed-3/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,450000,730,26 juin 2022,,,,Oui,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/coquette-villa-toute-neuve-a-vendre-a-hammamet-51355351/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,365000,,19 juin 2022,2,1,2,,,,,,,,,Bleu,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/belle-villa-a-vendre-a-hammamet-a-580-md-51355351/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,580000,540,19 juin 2022,4,,,,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/un-duplex-avec-piscine-a-vendre-a-yasmine-hammamet-51355351/,Maison/Villa,Nabeul,Yasmine Hammamet,Yasmine Hammamet,8000,675000,214,19 juin 2022,,,,Oui,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/belle-maison-inachevee-a-vendre-a-hammamet-nord-51355351/,Maison/Villa,Nabeul,Hammamet Nord,Hammamet Nord,8000,160000,100,19 juin 2022,,,,,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/belle-et-luxueuse-villa-a-vendre-a-mrezga-51355351/,Maison/Villa,Nabeul,Mrezga,Mrezga,8000,1100000,360,19 juin 2022,,,,,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-dhotes-a-vendre-a-1400-md-a-hammamet-zone-sindbad-51355351/,Maison/Villa,Nabeul,Hammamet centre ville,Hammamet centre ville,8000,1400000,534,19 juin 2022,,,3,Oui,Oui,,Oui,,,,,,,,,
