source,url_annonce,type_bien,gouvernorat,delegation,localite,code_postal,prix,surface,date_insertion,nbre_chambres,nbre_sdb,niveau,piscine,jardin,garage,parking,balcon,climatisation,chauffage_central,dressing,titre_foncier,etat,standing,vue_mer,terrasse
behya.tn,https://www.behya.tn/tunisie-annonces/un-duplex-avec-jardin-a-vendre-a-la-zone-touristique-mrezga-51355351/,Maison/Villa,Nabeul,Mrezga,Mrezga,8000,450000,200,19 juin 2022,2,,,,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-yasmine-hammamet/,Maison/Villa,Nabeul,yasmine hammamet,yasmine hammamet,8000,890000,350,16 juin 2022,2,1,,Oui,Oui,,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/a-vendre-maison-avec-jardin-dans-la-compagne/,Maison/Villa,Nabeul,hammamet sud,hammamet sud,8000,420000,1500,11 mai 2022,2,1,,,Oui,,Oui,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-a-hammamet-nord-2/,Maison/Villa,Nabeul,HAMMAMET NORD,HAMMAMET NORD,8000,360000,240,6 mai 2022,0,,,,Oui,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-vendre-a-hammamet-yasmine/,Maison/Villa,Nabeul,hammamet yasmine,hammamet yasmine,8000,780000,,5 mai 2022,6,1,,Oui,Oui,,Oui,,Oui,,Oui,,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-en-bon-etat-a-hammamet-yasmine/,Maison/Villa,Nabeul,Hammamet,Hammamet,8050,370000,500,1 mai 2022,2,1,,,Oui,,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-avec-garage-a-besbassia-hammamet-sud/,Maison/Villa,Nabeul,Hammamet,Hammamet,8050,210000,249,27 avril 2022,3,1,,,Oui,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/met-a-vendre-une-villa-a-khezama-est/,Maison/Villa,Sousse,Rue,Rue,4000,710000,541,24 avril 2022,3,1,,,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-vendre-a-msaken/,Maison/Villa,Sousse,Boulevard DR Taieb Hachicha M'Saken,Boulevard DR Taieb Hachicha M'Saken,4000,1100000,,18 avril 2022,,,,,,Oui,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-a-zaghouan/,Maison/Villa,Zaghouan,zaghouan,zaghouan,1100,330000,240,18 avril 2022,6,,2,,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-a-hammamet-sidi-jedidi/,Maison/Villa,Nabeul,Hammamet sidi jedidi,Hammamet sidi jedidi,8000,250000,350,13 avril 2022,2,1,,,Oui,,Oui,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/etage-dune-maison-a-vendre-a-barreket-essahel/,Maison/Villa,Nabeul,Hammamet,Hammamet,8050,300000,224,6 avril 2022,2,,3,,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-haut-standing-a-vendre-a-sidi-hamed/,Maison/Villa,Nabeul,HAMMAMET,HAMMAMET,8050,785000,583,21 mars 2022,1,1,,Oui,Oui,Oui,,,Oui,Oui,Oui,,,Haut,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-de-barket-eshel/,Maison/Villa,Nabeul,BARRKET ESEHEL,BARRKET ESEHEL,8000,290000,130,11 mars 2022,2,1,,,,,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-a-hammamet-nord/,Maison/Villa,Nabeul,Hammamet,Hammamet,8050,360000,240,5 mars 2022,0,,,,Oui,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/a-vendre-une-villa-a-djerba-homet-souk-souani-deux/,Maison/Villa,Medenine,djerba houmet souk,djerba houmet souk,6100,0,155,12 novembre 2021,3,1,,,,Oui,,,,,,Bleu,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/une-merveilleuse-villa-en-plein-centre-ville-djerba-midoun/,Maison/Villa,Medenine,djerba midoun,djerba midoun,6115,0,220,12 novembre 2021,2,1,,,,,,,,,,,,Haut,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a535/,Maison/Villa,Nabeul,Hammamet,Hammamet,8050,950000,350,22 octobre 2021,4,1,,Oui,Oui,,,Oui,Oui,Oui,Oui,,,Haut,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a552/,Maison/Villa,Nabeul,Hammamet,Hammamet,8050,700000,300,22 octobre 2021,4,1,,Oui,Oui,,,,Oui,Oui,Oui,,,Haut,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/vente-maison/,Maison/Villa,Tunis,rue el mahrouk,rue el mahrouk,1000,300,161,20 octobre 2021,,,,,,,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-vendre-2/,Maison/Villa,Nabeul,mrezga Hammamet,mrezga Hammamet,8000,400000,259,12 octobre 2021,7,1,,,Oui,,,,,,,,,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/etage-de-villa-alouer-pour-etudiants/,Maison/Villa,Ben Arous,Hamma lif,Hamma lif,2013,600,,8 octobre 2021,2,,,,,,,,,,,,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-de-haut-standing-a-hammamet/,Maison/Villa,Nabeul,Hammamet centre,Hammamet centre,8000,850000,380,8 octobre 2021,4,,,Oui,Oui,,,,,,,,,Haut,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-situe-a-sidi-jedidi-avec-11-oliviers/,Maison/Villa,Nabeul,Hammamet sud,Hammamet sud,8000,220000,120,6 octobre 2021,,,,,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-a-renover-en-plein-centre-ville-hammamet/,Maison/Villa,Nabeul,hammamet centre,hammamet centre,8000,410000,228,4 octobre 2021,2,,,,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-vendre-a-sidi-hammed-de-hammamet-sud/,Maison/Villa,Nabeul,hammamet sud,hammamet sud,8000,200000,600,30 septembre 2021,3,1,,,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/une-maison-a-yasmine-hammamet-bir-bouita-se-compose-de-3-pieces/,Maison/Villa,Nabeul,hammamet sud,hammamet sud,8000,410000,50,24 septembre 2021,1,,,,,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-situee-a-hammamet-centre/,Maison/Villa,Nabeul,hammamet centre,hammamet centre,8000,320000,175,18 septembre 2021,3,,,,Oui,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-manaret-el-hammamet-pres-de-toutes-commodite/,Maison/Villa,Nabeul,Manaret el hammamet,Manaret el hammamet,8000,240000,250,16 septembre 2021,2,,,,,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-sur-la-route-principale-0-hammamet-yasmine/,Maison/Villa,Nabeul,hammamet yasmine à 500 mètre de la route principale,hammamet yasmine à 500 mètre de la route principale,8000,410000,300,15 septembre 2021,2,,,,,,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/duplex/,Maison/Villa,Nabeul,Kelibia,Kelibia,8090,0,130,6 septembre 2021,3,,216,,Oui,,Oui,,,,,,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-a-vendre/,Maison/Villa,Nabeul,dar alouche,dar alouche,8000,580000,,18 août 2021,,,,,,Oui,,,,,,,,Haut,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-traditionnelle-situee-en-plein-coeur-de-kelibia/,Maison/Villa,Nabeul,kélébia,kélébia,8000,320000,,17 août 2021,3,1,21629707152,,,,,,Oui,,,,Rénové,,,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/villa-au-bord-de-la-plage-dar-alouch-220m2-ref-v63/,Maison/Villa,Nabeul,plage dar alouch,plage dar alouch,8000,320000,220,13 août 2021,2,1,,,Oui,,,,,,,Bleu,,,Oui,Oui
behya.tn,https://www.behya.tn/tunisie-annonces/une-maison-style-arabesque-a-yasmine-hammamet/,Maison/Villa,Nabeul,hammamet sud,hammamet sud,8000,65000,500,8 août 2021,2,,,Oui,Oui,Oui,,,,,,,,,,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-a-vendre-a-hammamet/,Maison/Villa,Nabeul,Hammamet sud,Hammamet sud,8000,250000,260,8 août 2021,3,,,,,,,,,,,,,,Oui,
behya.tn,https://www.behya.tn/tunisie-annonces/maison-haut-standing-tres-style-hammamet/,Maison/Villa,Nabeul,Hammamet,Hammamet,8050,420000,,5 août 2021,3,,,,,,,,Oui,Oui,,,,Haut,,
behya.tn,https://www.behya.tn/tunisie-annonces/a-vendre-villa-a-mrezga-hammamet/,Maison/Villa,Nabeul,HAMMAMET,HAMMAMET,8050,0,240,27 juillet 2021,,,,,,,,,,,,,,,,
