source_site,site_url,title,price_numeric,price_text,property_type,location,city,region,link,publication_date,with_photo,description,metadata
tayara,https://www.tayara.tn,À vendre – Appartement S+3 au 1er étage | Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s3-au-1er-tage-rsidence-omrane-16-riadh-el-ghazela/697521cdfea36ed612c89d9a/,2026-02-25 13:14:27.827164,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:14:27.827164""}"
tayara,https://www.tayara.tn,À vendre – Appartement S+2 au RDC | Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s2-au-rdc-rsidence-omrane-16-riadh-el-ghazela/697609defea36ed612c8f245/,2026-02-25 13:14:28.502014,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:14:28.502014""}"
tayara,https://www.tayara.tn,À vendre – Appartement S+1 au rdc Ref : C0-1| Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s1-au-rdc-ref-c01-rsidence-omrane-16-riadh-el-ghazela/6995e1d28cc6eb8dfec5fefe/,2026-02-25 13:14:29.497748,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:14:29.497748""}"
tayara,https://www.tayara.tn,Appartement S+3 – 2ᵉ étage | Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/appartement-s3-2-tage-rsidence-omrane-16-riadh-el-ghazela/6975491ad921b01419d2912e/,2026-02-25 13:14:30.526571,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:14:30.526571""}"
tayara,https://www.tayara.tn,À vendre – Appartement S+3 au1 er étage Ref : C1-3| Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s3-au1-er-tage-ref-c13-rsidence-omrane-16-riadh-el-ghazela/6995e6528cc6eb8dfec6012c/,2026-02-25 13:14:31.456831,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:14:31.456831""}"
tayara,https://www.tayara.tn,À vendre – Appartement S+1 au rdc Ref : C0-1| Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s1-au-rdc-ref-c01-rsidence-omrane-16-riadh-el-ghazela/6995e7566cd42e2d7b6fa391/,2026-02-25 13:14:32.206789,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:14:32.206789""}"
tayara,https://www.tayara.tn,Appartement S+3 – 6ᵉ étage | Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/appartement-s3-6-tage-rsidence-omrane-16-riadh-el-ghazela/697602c3fea36ed612c8ede5/,2026-02-25 13:14:32.995242,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:14:32.995242""}"
tayara,https://www.tayara.tn,Appartement S+3 – 3ᵉ étage | Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/appartement-s3-3-tage-rsidence-omrane-16-riadh-el-ghazela/69777a69fea36ed612c9babe/,2026-02-25 13:14:34.003209,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:14:34.003209""}"
tayara,https://www.tayara.tn,À louer | Appartement S+2 à Sahloul 4 – Sousse,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/appartements/sousse/sahloul/-louer-appartement-s2-sahloul-4-sousse/696e277c6026ba3e44d25049/,2026-02-25 13:14:34.868143,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:14:34.868143""}"
tayara,https://www.tayara.tn,À louer – Appartement S+3 à Kantaoui avec vue dégagée 🌅,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/appartements/sousse/kantaoui/-louer-appartement-s3-kantaoui-avec-vue-dgage-/698ee5066cd42e2d7b6cc991/,2026-02-25 13:14:35.700056,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:14:35.700056""}"
tayara,https://www.tayara.tn,"A vendre Local Commercial de 65,23 m² au RDC – Résidence FIRST",,Prix non spécifié,Immobilier,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/tunis/a-vendre-local-commercial-de-6523-m-au-rdc-rsidence-first/692dbc1d265523b710ee0a86/,2026-02-25 13:15:03.195532,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:03.195532""}"
tayara,https://www.tayara.tn,A VENDRE – Appartement S+1 Haut Standing au 1 er étage – Résidence FIRST,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/la-goulette/a-vendre-appartement-s1-haut-standing-au-1-er-tage-rsidence-first/692da163145e1617cbaed17d/,2026-02-25 13:15:03.990483,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:03.990483""}"
tayara,https://www.tayara.tn,A VENDRE – Appartement S+1 Haut Standing au 2éme étage – Résidence FIRST,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/la-goulette/a-vendre-appartement-s1-haut-standing-au-2me-tage-rsidence-first/692db729145e1617cbaedd8d/,2026-02-25 13:15:04.756835,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:04.756835""}"
tayara,https://www.tayara.tn,"A vendre Local Commercial de 86,86 m² au RDC – Résidence FIRST",,Prix non spécifié,Immobilier,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/la-goulette/a-vendre-local-commercial-de-8686-m-au-rdc-rsidence-first/692dbcf5265523b710ee0af7/,2026-02-25 13:15:05.388102,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:05.388102""}"
tayara,https://www.tayara.tn,A VENDRE – Appartement S+3 Haut Standing au 2 éme étage – Résidence FIRST,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/le-kram/a-vendre-appartement-s3-haut-standing-au-2-me-tage-rsidence-first/692da41b145e1617cbaed2af/,2026-02-25 13:15:06.030793,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:06.030793""}"
tayara,https://www.tayara.tn,"A vendre Local Commercial de 102,23 m² au RDC – Résidence FIRST",,Prix non spécifié,Immobilier,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/le-kram/a-vendre-local-commercial-de-10223-m-au-rdc-rsidence-first/692dbdfa145e1617cbaee1a2/,2026-02-25 13:15:06.675312,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:06.675312""}"
tayara,https://www.tayara.tn,S +3 Situé Au 1er étage,,Prix non spécifié,Immobilier,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/el-menzah-9/s-3-situ-au-1er-tage/68e8f55f53fa637575795333/,2026-02-25 13:15:07.613762,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:07.613762""}"
tayara,https://www.tayara.tn,S +3 Rez De Chaussée Avec Jardin Et Piscine,,Prix non spécifié,Immobilier,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/el-menzah-9/s-3-rez-de-chausse-avec-jardin-et-piscine/68e9121e3e7ffb8ac157f26e/,2026-02-25 13:15:08.214059,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:08.214059""}"
tayara,https://www.tayara.tn,S +1 Situé Au Premier étage,,Prix non spécifié,Immobilier,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/el-menzah-9/s-1-situ-au-premier-tage/68e8deb253fa637575793e16/,2026-02-25 13:15:09.055275,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:09.055275""}"
tayara,https://www.tayara.tn,S +2 au 4 éme étage,,Prix non spécifié,Immobilier,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/el-menzah-9/s-2-au-4-me-tage/68e8f1543e7ffb8ac157d92a/,2026-02-25 13:15:10.041616,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:10.041616""}"
tayara,https://www.tayara.tn,S +3 Situé Au 3ème étage Avec Terrasse,,Prix non spécifié,Immobilier,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/el-menzah-9/s-3-situ-au-3me-tage-avec-terrasse/68e9104453fa637575796784/,2026-02-25 13:15:10.901034,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:10.901034""}"
tayara,https://www.tayara.tn,S+1 Situé Au 3ème étage,,Prix non spécifié,Immobilier,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/el-menzah-9/s1-situ-au-3me-tage/68e8e47453fa637575794475/,2026-02-25 13:15:11.597429,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:11.597429""}"
tayara,https://www.tayara.tn,Un Très Spacieux S + 4 Avec Jardin Et Piscine,,Prix non spécifié,Immobilier,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/tunis/tunis/un-trs-spacieux-s-4-avec-jardin-et-piscine/68e913a93e7ffb8ac157f3fb/,2026-02-25 13:15:12.596226,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:12.596226""}"
tayara,https://www.tayara.tn,🏡 À vendre – Appartement S+1 au RDC haut standing à la Résidence ELLA 2 – El Ghazella,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s1-au-rdc-haut-standing-la-rsidence-ella-2-el-ghazella/684fd8056596a8a5dfbdfaf7/,2026-02-25 13:15:13.462897,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:13.462897""}"
tayara,https://www.tayara.tn,🏡 À vendre – Appartement S+2 au 1 er étage haut standing à la Résidence ELLA 2 – El Ghazella,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s2-au-1-er-tage-haut-standing-la-rsidence-ella-2-el-ghazella/685144018a733cfc286ca595/,2026-02-25 13:15:14.179547,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:14.179547""}"
tayara,https://www.tayara.tn,🏡 À vendre – Appartement S+1 au 3 ème étage haut standing à la Résidence ELLA 2 – El Ghazella,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s1-au-3-me-tage-haut-standing-la-rsidence-ella-2-el-ghazella/685131e70e1c20e3eb0bdfc9/,2026-02-25 13:15:14.853131,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:14.853131""}"
tayara,https://www.tayara.tn,🏡 À vendre – Appartement S+3 au 2 éme étage haut standing à la Résidence ELLA 2 – El Ghazella,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s3-au-2-me-tage-haut-standing-la-rsidence-ella-2-el-ghazella/685159800e1c20e3eb0c0adb/,2026-02-25 13:15:15.751065,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:15.751065""}"
tayara,https://www.tayara.tn,🏡 À vendre – Appartement S+3 au 4 éme étage haut standing à la Résidence ELLA 2 – El Ghazella,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s3-au-4-me-tage-haut-standing-la-rsidence-ella-2-el-ghazella/68515e430e1c20e3eb0c0fe1/,2026-02-25 13:15:17.011761,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:17.011761""}"
tayara,https://www.tayara.tn,🏡 À vendre – Appartement S+1 au 5 ème étage haut standing à la Résidence ELLA 2 – El Ghazella,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s1-au-5-me-tage-haut-standing-la-rsidence-ella-2-el-ghazella/68513fd88a733cfc286ca113/,2026-02-25 13:15:17.745570,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:17.745570""}"
tayara,https://www.tayara.tn,🏡 À vendre – Appartement S+4 au 5 éme étage haut standing à la Résidence ELLA 2 – El Ghazella,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s4-au-5-me-tage-haut-standing-la-rsidence-ella-2-el-ghazella/685161e30e1c20e3eb0c1474/,2026-02-25 13:15:18.392003,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:18.392003""}"
tayara,https://www.tayara.tn,À vendre – Appartement S+3 au 1er étage | Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s3-au-1er-tage-rsidence-omrane-16-riadh-el-ghazela/697521cdfea36ed612c89d9a/,2026-02-25 13:15:19.157935,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:19.157935""}"
tayara,https://www.tayara.tn,À vendre – Appartement S+2 au RDC | Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s2-au-rdc-rsidence-omrane-16-riadh-el-ghazela/697609defea36ed612c8f245/,2026-02-25 13:15:20.055738,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:20.055738""}"
tayara,https://www.tayara.tn,À vendre – Appartement S+1 au rdc Ref : C0-1| Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s1-au-rdc-ref-c01-rsidence-omrane-16-riadh-el-ghazela/6995e1d28cc6eb8dfec5fefe/,2026-02-25 13:15:20.631781,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:20.631781""}"
tayara,https://www.tayara.tn,Appartement S+3 – 2ᵉ étage | Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/appartement-s3-2-tage-rsidence-omrane-16-riadh-el-ghazela/6975491ad921b01419d2912e/,2026-02-25 13:15:21.346794,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:21.346794""}"
tayara,https://www.tayara.tn,À vendre – Appartement S+3 au1 er étage Ref : C1-3| Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s3-au1-er-tage-ref-c13-rsidence-omrane-16-riadh-el-ghazela/6995e6528cc6eb8dfec6012c/,2026-02-25 13:15:21.974298,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:21.974298""}"
tayara,https://www.tayara.tn,À vendre – Appartement S+1 au rdc Ref : C0-1| Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/-vendre-appartement-s1-au-rdc-ref-c01-rsidence-omrane-16-riadh-el-ghazela/6995e7566cd42e2d7b6fa391/,2026-02-25 13:15:22.819415,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:22.819415""}"
tayara,https://www.tayara.tn,Appartement S+3 – 6ᵉ étage | Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/appartement-s3-6-tage-rsidence-omrane-16-riadh-el-ghazela/697602c3fea36ed612c8ede5/,2026-02-25 13:15:23.614932,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:23.614932""}"
tayara,https://www.tayara.tn,Appartement S+3 – 3ᵉ étage | Résidence Omrane 16 – Riadh El Ghazela,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/immobilier-neuf/ariana/ghazela/appartement-s3-3-tage-rsidence-omrane-16-riadh-el-ghazela/69777a69fea36ed612c9babe/,2026-02-25 13:15:24.601289,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:24.601289""}"
tayara,https://www.tayara.tn,À louer | Appartement S+2 à Sahloul 4 – Sousse,,Prix non spécifié,Appartement,Tunisie,,,https://www.tayara.tn/item/appartements/sousse/sahloul/-louer-appartement-s2-sahloul-4-sousse/696e277c6026ba3e44d25049/,2026-02-25 13:15:25.499886,True,,"{""extracted_with"": ""selenium"", ""timestamp"": ""2026-02-25T13:15:25.499886""}"
